quarter_label,filing_year,filing_period,client_name,classification
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,LIBERTY MUTUAL GROUP,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SENTRY INSURANCE COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ALABAMA FARMERS FEDERATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AT&T SERVICES INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CTIA - THE WIRELESS ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,21ST CENTURY PRIVACY COALITION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICAN CLINICAL LABORATORY ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,STATE OF CALIFORNIA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"NORTH AMERICAN SUBARU, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,DIGITAL ANALYTICS FREEDOM ALLIANCE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CEDIA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NCR ATLEOS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,TATA AMERICA INTERNATIONAL CORPORATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"INMARKET MEDIA, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,HEALTH INNOVATION ALLIANCE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AIRBNB,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL MULTIFAMILY HOUSING COUNCIL INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"VERIZON COMMUNICATIONS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,IVANTI,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,RETAIL INDUSTRY LEADERS ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CONSUMER TECHNOLOGY ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,BOOKING HOLDINGS INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,YUM! BRANDS INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"TNC (US) HOLDINGS, INC. (FORMERLY NIELSEN)",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"PALO ALTO NETWORKS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICAN HONDA MOTOR CO INC (FORMERLY HONDA NORTH AMERICA),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"SAP AMERICA, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,DOMINO'S NATIONAL ADVERTISING FUND INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL INSURANCE CRIME BUREAU,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,DIRECTV,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MOZILLA CORPORATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PINTEREST INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,TOYOTA MOTOR NORTH AMERICA INC (TMA),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SUSAN B ANTHONY LIST,non_industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"NOTARIZE, INC. DBA PROOF.COM",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,COX ENTERPRISES INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MAPLEBEAR INC. D/B/A INSTACART,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL ASSOCIATION OF MANUFACTURERS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"GARMIN INTERNATIONAL, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"CHUBB INA HOLDINGS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,COCA-COLA COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,INDIANA CHAMBER OF COMMERCE INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,COMPUTER & COMMUNICATIONS INDUSTRY ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MATCH GROUP,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CHIPOTLE MEXICAN GRILL INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,REINSURANCE ASSOCIATION OF AMERICA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,DISNEY WORLDWIDE SERVICES INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"SALESFORCE, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"ASSOCIATION OF NATIONAL ADVERTISERS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,IBM,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,FEDEX CORPORATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"AMERICAN HONDA MOTOR CO., INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"NPR, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"KOCH GOVERNMENT AFFAIRS, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NEC CORPORATION OF AMERICA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PUBLIC BROADCASTING SERVICE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL GROCERS ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MOTOROLA SOLUTIONS INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,EBAY INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,EQUIFAX INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PHILIPS HOLDING USA INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"JM FAMILY ENTERPRISES, INC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"ONEMAIN FINANCIAL GROUP, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PAYPAL,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,COMCAST CORPORATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,DENSO INTERNATIONAL AMERICA INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ALLSTATE INSURANCE COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"AT&T SERVICES, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CHUBB INA HOLDING COMPANY INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"H&R BLOCK MANAGEMENT, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION (SIFMA),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICAN ASSOCIATION FOR JUSTICE,non_industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ENTERTAINMENT SOFTWARE ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"QVC GROUP, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"CHARTER COMMUNICATIONS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,APPLE INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"EVENTBRITE, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"MERCARI, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SHOPIFY INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"WORKDAY, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"CREDIT UNION NATIONAL ASSOCIATION, INC. DBA AMERICA'S CREDIT UNIONS",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"GOOGLE CLIENT SERVICES, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,THOMSON REUTERS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"META PLATFORMS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MARSH MCLENNAN,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"CONTINENTAL AUTOMOTIVE SYSTEMS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"DROPBOX, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,TECHNET,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,LOWE'S COMPANIES INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,TRANSAMERICA COMPANIES,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL RESTAURANT ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"DIRECTV, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,UNITED SERVICES AUTOMOBILE ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ANCESTRY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMEREN SERVICES,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICAN BANKERS ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ATLASSIAN,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,S&P GLOBAL MOBILITY (FORMERLY KNOWN AS IHS MARKIT D/B/A R.L. POLK & CO.),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,THE COLLEGE BOARD,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,VOLVO GROUP NORTH AMERICA LLC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MERCEDES-BENZ USA (FKA DAIMLER/MERCEDES-BENZ USA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NEWS MEDIA ALLIANCE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NEXTDOOR,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NEWS/MEDIA ALLIANCE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL RETAIL FEDERATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NETWORK ADVERTISING INITIATIVE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"GLOBAL PAYMENTS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,S&P GLOBAL INC. (F/K/A MCGRAW HILL FINANCIAL INC.),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,FORD MOTOR COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"SCHWEITZER ENGINEERING LABORATORIES, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ROCK CENTRAL,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"VISA, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ALARM INDUSTRY COMMUNICATIONS COMMITTEE (FKA ALARM INDUSTRY TELECOMMUNICATIONS),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,BOYS & GIRLS CLUBS OF AMERICA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,HONEYWELL INTERNATIONAL,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MUTUAL OF OMAHA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NEW YORK LIFE INSURANCE COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"ID.ME, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"YAHOO INC, AND VAR. SUBS/AFFILIATES (FKA COLLEGE PARENT, L.P. DBA ""YAHOO"")",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ENTERPRISE CLOUD COALITION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NRG ENERGY INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,INTERPUBLIC GROUP,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PRIMERICA LIFE INSURANCE COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICAN PUBLIC POWER ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"ETSY, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SPOTIFY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"NETFLIX, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CHAMBER OF PROGRESS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,THE BUSINESS ROUNDTABLE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CALIFORNIA STATE SENATE,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,BUSINESS ROUNDTABLE INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,RELX INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,YAHOO INC. AND VAR. SUBS/AFFILIATES,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MORTGAGE BANKERS ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,GENERAL MOTORS COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"CLOAKED, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"NATIONAL ASSOCIATION OF INDEPENDENT SCHOOLS, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,BRENNAN CENTER FOR JUSTICE AT NEW YORK UNIVERSITY SCHOOL OF LAW,non_industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL ASSOCIATION OF REALTORS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,INFORMATION TECHNOLOGY INDUSTRY COUNCIL,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,FOOD MARKETPLACE INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"AMAZON.COM SERVICES, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,BLOCK INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,IQVIA,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL ASSOCIATION OF CONVENIENCE STORES,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"BLOCK, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"RACETRAC, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,INTERNATIONAL FRANCHISE ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SPOTIFY USA INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,RELX INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NEWS CORPORATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,KROGER CO,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MOTION PICTURE ASSOCIATION INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"MEDTRONIC, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMAZON.COM SERVICES LLC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"DISCOVERY COMMUNICATIONS, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,IRON MOUNTAIN,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL BUSINESS COALITION ON E-COMMERCE AND PRIVACY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,GRUBHUB HOLDINGS INC.,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"ACT EDUCATION CORP. (FKA ACT, INC.)",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICAN HEART ASSOCIATION,non_industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"MATCH GROUP, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PLANNED PARENTHOOD FEDERATION OF AMERICA INC,non_industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,ATLAS CROSSING LLC ON BEHALF OF NATIONAL ASSOCIATION OF CONVENIENCE STORES,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,CATERPILLAR INC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"AIRBNB, INC.",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,UPS (UNITED PARCEL SERVICE),industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,YUM! BRANDS,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,NATIONAL CABLE AND TELECOMMUNICATIONS ASSOCIATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,THE HOME DEPOT,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,SONY INTERACTIVE ENTERTAINMENT LLC,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,THE PROCTER AND GAMBLE COMPANY,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,MCDONALD'S CORPORATION,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"MATCH GROUP, LLC",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,AMERICANS FOR FINANCIAL REFORM,industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,PUBLIC KNOWLEDGE,non_industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"BSA, THE SOFTWARE ALLIANCE",industry
"Q2 2024 (APRA draft 04-08, introduced 06-25, markup canceled 06-27)",2024,second_quarter,"AURA SUB, LLC",industry
