pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
WALMART INC. -> Steve Daines,16000.0,2,8,Steve Daines,Republican,MT,sen,1,2022-06-28,2025-12-02,2026-02-26,2026-03-24,https://www.daines.senate.gov/2026/03/24/daines-on-fox-news-stop-the-nonsense-end-the-dhs-shutdown/,2222,D000618
WALMART INC. -> Margaret Wood Hassan,16000.0,2,6,Margaret Wood Hassan,Democrat,NH,sen,1,2022-12-08,2025-07-30,2025-01-31,2025-11-24,https://www.hassan.senate.gov/news/press-releases/scams-alert-ahead-of-black-friday-and-cyber-monday-senator-hassan-warns-consumers-about-holiday-shopping-scams,2222,H001076
LEAGUE OF CONSERVATION VOTERS -> Susie Lee,15751.62,4,18,Susie Lee,Democrat,NV,rep,1,2022-03-03,2025-12-17,2023-05-16,2026-02-13,https://susielee.house.gov/media/press-releases/lee-solar-leaders-and-advocates-discuss-her-bipartisan-legislation-cut-solar,1195,L000590
"AMAZON.COM SERVICES, INC. -> Angus S. King, Jr.",15500.0,2,4,"Angus S. King, Jr.",Independent,ME,sen,1,2023-08-21,2025-09-09,2022-10-03,2022-12-21,https://www.king.senate.gov/newsroom/press-releases/king-calls-for-strong-implementation-of-corporate-minimum-tax-in-inflation-reduction-act,125,K000383
GENERAL DYNAMICS CORPORATION -> Scott H. Peters,15500.0,3,10,Scott H. Peters,Democrat,CA,rep,1,2022-03-07,2025-06-03,2023-07-10,2024-04-17,https://scottpeters.house.gov/press-releases/rep-peters-secures-san-diego-defense-priorities-votes-for-national-defense-authorization-act,919,P000608
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Andy Barr",15500.0,4,7,Andy Barr,Republican,KY,rep,1,2022-04-06,2025-02-25,2023-04-21,2025-08-08,https://barr.house.gov/press-releases?ID=F866D63A-2C5B-461C-8DB4-8FEFA26CBD23,1426,B001282
"T-MOBILE USA, INC. -> Marsha Blackburn",15500.0,3,6,Marsha Blackburn,Republican,TN,sen,1,2022-03-11,2025-11-19,2025-10-10,2026-02-12,https://www.blackburn.senate.gov/2026/2/immigration/video-blackburn-calls-out-democrats-for-siding-with-criminal-illegal-aliens-recaps-arctic-frost-hearing,1951,B001243
"BECHTEL NATIONAL, INC. -> Dan Newhouse",15100.0,2,46,Dan Newhouse,Republican,WA,rep,1,2022-01-14,2025-12-13,2025-10-15,2025-12-05,https://newhouse.house.gov/media-center/press-releases/newhouse-welcomes-secretary-wright-visit-energy-innovation-and-hanford,354,N000189
"AMAZON.COM SERVICES, INC. -> Steny H. Hoyer",15000.0,2,3,Steny H. Hoyer,Democrat,MD,rep,1,2022-02-24,2023-03-13,2024-09-27,2026-03-07,https://hoyer.house.gov/media/press-releases/rep-hoyer-and-chair-cardin-introduce-legislation-conserve-and-protect-worlds,125,H000874
"AMAZON.COM SERVICES, INC. -> Frank Pallone, Jr.",15000.0,2,5,"Frank Pallone, Jr.",Democrat,NJ,rep,1,2022-09-12,2025-03-28,2023-08-29,2026-02-18,https://pallone.house.gov/stop-ice-warehouse,125,P000034
"AMAZON.COM SERVICES, INC. -> Charles E. Schumer",15000.0,2,4,Charles E. Schumer,Democrat,NY,sen,1,2023-09-08,2025-02-18,2023-01-12,2023-06-19,https://www.schumer.senate.gov/newsroom/press-releases/schumer-standing-at-plugs-400-job-rochester-green-hydrogen-gigafactory-launches-major-push-to-make-new-york-the-center-of-the-nations-first-ever-federal-clean-green-hydrogen-hub-senator-reveals-how-upstate-ny-can-land-billions-in-new-competition-for-thousands-of-ny-clean-energy-jobs-powering-the-fight-against-climate-change,125,S000148
AMERICAN ACADEMY OF OPHTHALMOLOGY -> Gus M. Bilirakis,15000.0,2,7,Gus M. Bilirakis,Republican,FL,rep,1,2022-05-18,2025-02-26,2024-05-14,2025-04-01,https://bilirakis.house.gov/media/press-releases/bilirakis-and-veasey-introduce-legislation-identify-and-address-kids-vision,138,B001257
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Suzanne Bonamici,15000.0,2,3,Suzanne Bonamici,Democrat,OR,rep,1,2023-09-22,2025-12-16,2025-01-16,2025-12-12,https://bonamici.house.gov/media/press-releases/merkley-wicker-kiggans-bonamici-lead-bipartisan-bicameral-effort-oppose-new,149,B001278
AMERICAN CLEAN POWER ASSOCIATION -> John R. Curtis,15000.0,2,5,John R. Curtis,Republican,UT,sen,1,2023-12-21,2025-09-19,2025-03-06,2025-08-15,https://www.curtis.senate.gov/press-releases/statement-from-senator-curtis-on-administrations-wind-and-solar-guidance,161,C001114
AMERICAN HOTEL & LODGING ASSOCIATION -> Amy Klobuchar,15000.0,2,3,Amy Klobuchar,Democrat,MN,sen,1,2023-12-11,2025-09-16,2024-08-08,2025-02-05,https://www.klobuchar.senate.gov/public/index.cfm/news-releases?ID=F9B86E7A-0CC1-4F51-BC20-FAF9A7142848,190,K000367
BLACKROCK FUNDS SERVICES GROUP LLC (FORMERLY BLACKROCK CAPITAL MANAGEMENT INC.) -> Dan Sullivan,15000.0,7,3,Dan Sullivan,Republican,AK,sen,1,2023-09-26,2025-12-21,2022-03-24,2023-05-17,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-testifies-before-banking-committee-we-need-to-stop-fund-managers-from-controlling-virtually-every-large-us-corporation,381,S001198
BNSF RAILWAY COMPANY -> Rick Larsen,15000.0,11,7,Rick Larsen,Democrat,WA,rep,1,2022-03-18,2025-12-13,2022-07-21,2025-07-16,https://larsen.house.gov/news/documentsingle.aspx?DocumentID=4016,402,L000560
"CHENIERE ENERGY, INC. -> Bill Cassidy",15000.0,4,1,Bill Cassidy,Republican,LA,sen,1,2025-08-20,2025-08-20,2024-09-30,2025-06-11,https://www.cassidy.senate.gov/newsroom/press-releases/media-advisory-cassidy-releases-agenda-for-upcoming-energy-security-summit-in-baton-rouge/,501,C001075
COMCAST CORPORATION -> Yvette D. Clarke,15000.0,8,7,Yvette D. Clarke,Democrat,NY,rep,1,2023-05-02,2025-03-27,2024-01-10,2024-05-01,https://clarke.house.gov/rep-clarke-and-senator-welch-issue-statement-following-fcc-warning-nationwide-impact-of-final-month-for-acp/,586,C001067
CSX CORPORATION -> Chris Van Hollen,15000.0,3,3,Chris Van Hollen,Democrat,MD,sen,1,2023-07-28,2025-09-26,2023-10-02,2024-12-19,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-cardin-moore-announce-80-million-for-baltimore-harbor-tunnel-improvements,658,V000128
GENERAL MOTORS COMPANY -> Gary C. Peters,15000.0,23,4,Gary C. Peters,Democrat,MI,sen,1,2022-02-23,2024-07-18,2022-12-22,2025-10-10,https://www.peters.senate.gov/newsroom/press-releases/senators-peters-young-introduce-bipartisan-legislation-to-expand-research-of-emerging-driver-assistance-systems-and-improve-roadway-safety,923,P000595
NATIONAL FOOTBALL LEAGUE -> Nancy Pelosi,15000.0,2,3,Nancy Pelosi,Democrat,CA,rep,1,2022-09-30,2024-05-02,2022-12-08,2025-01-10,https://pelosi.house.gov/news/press-releases/transcript-of-pelosi-remarks-at-weekly-press-conference,1408,P000197
NATIONAL FOOTBALL LEAGUE -> Tim Scott,15000.0,5,4,Tim Scott,Republican,SC,sen,1,2022-03-11,2024-06-10,2022-01-27,2025-06-09,https://www.scott.senate.gov/media-center/press-releases/senator-scott-introduces-legislation-to-expand-educator-definition-for-tax-deductions/,1408,S001184
NATIONAL PORK PRODUCERS COUNCIL -> Randy Feenstra,15000.0,3,3,Randy Feenstra,Republican,IA,rep,1,2023-09-28,2025-03-27,2023-11-13,2025-07-15,https://feenstra.house.gov/media/press-releases/feenstra-murphy-ask-biden-administration-secure-fair-market-access-american,1418,F000446
NORFOLK SOUTHERN CORPORATION -> Gary C. Peters,15000.0,2,3,Gary C. Peters,Democrat,MI,sen,1,2022-05-02,2024-06-27,2023-03-22,2023-05-10,https://www.peters.senate.gov/newsroom/press-releases/video-peters-presses-norfolk-southern-ceo-on-companys-apparent-failure-to-meet-safety-inspection-standards,1478,P000595
SPACE EXPLORATION TECHNOLOGIES CORPORATION -> Mike Haridopolos,15000.0,2,3,Mike Haridopolos,Republican,FL,rep,1,2024-05-14,2025-10-14,2025-01-03,2025-01-16,https://haridopolos.house.gov/media/press-releases/mike-haridopolos-sworn-congressman-floridas-8th-district,1895,H001099
TIAA -> Joyce Beatty,15000.0,2,6,Joyce Beatty,Democrat,OH,rep,1,2022-09-23,2025-05-16,2024-04-18,2025-05-07,https://beatty.house.gov/media-center/press-releases/reps-beatty-and-kim-host-bipartisan-financial-education-resource-fair-on-capitol-hill,2066,B001281
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> John Garamendi",15000.0,5,4,John Garamendi,Democrat,CA,rep,1,2022-06-14,2024-02-22,2023-06-12,2025-08-19,https://garamendi.house.gov/media/press-releases/reps-garamendi-menendez-and-garbarino-introduce-airline-employee-assault,2088,G000559
UNION PACIFIC CORPORATION -> Tammy Duckworth,15000.0,3,3,Tammy Duckworth,Democrat,IL,sen,1,2022-05-10,2025-05-27,2024-01-31,2024-12-13,https://www.duckworth.senate.gov/news/press-releases/duckworth-durbin-quigley-discuss-chicago-hub-improvement-project-with-union-pacific,2136,D000622
"WALGREEN COMPANY -> Earl L. ""Buddy"" Carter",15000.0,3,6,"Earl L. ""Buddy"" Carter",Republican,GA,rep,1,2022-06-28,2025-06-30,2023-05-16,2024-10-11,https://buddycarter.house.gov/news/documentsingle.aspx?DocumentID=15174,2220,C001103
WALMART INC. -> Charles E. Schumer,15000.0,3,3,Charles E. Schumer,Democrat,NY,sen,1,2022-12-08,2024-12-19,2023-01-12,2024-04-02,https://www.schumer.senate.gov/newsroom/press-releases/schumer-standing-at-plugs-400-job-rochester-green-hydrogen-gigafactory-launches-major-push-to-make-new-york-the-center-of-the-nations-first-ever-federal-clean-green-hydrogen-hub-senator-reveals-how-upstate-ny-can-land-billions-in-new-competition-for-thousands-of-ny-clean-energy-jobs-powering-the-fight-against-climate-change,2222,S000148
"AMAZON.COM SERVICES, INC. -> Bradley Scott Schneider",14500.0,2,6,Bradley Scott Schneider,Democrat,IL,rep,1,2022-03-24,2025-12-12,2025-08-12,2025-12-10,https://schneider.house.gov/media/press-releases/schneider-bipartisan-legislation-halt-counterfeit-imports-advances-us-house,125,S001190
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Carlos A. Gimenez",14500.0,2,6,Carlos A. Gimenez,Republican,FL,rep,1,2022-04-25,2023-12-01,2022-03-31,2026-02-05,https://gimenez.house.gov/2026/2/congressman-carlos-a-gimenez-urges-airline-ceo-s-to-end-flights-to-cuba,141,G000593
BNSF RAILWAY COMPANY -> David G. Valadao,14500.0,2,8,David G. Valadao,Republican,CA,rep,1,2022-03-02,2025-12-13,2024-06-25,2024-06-25,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=1333,402,V000129
"T-MOBILE USA, INC. -> Ron Wyden",14500.0,2,6,Ron Wyden,Democrat,OR,sen,1,2022-04-20,2024-06-19,2024-04-29,2025-05-21,https://www.wyden.senate.gov/news/press-releases/wyden-reveals-which-phone-companies-protect-privacy-by-telling-customers-about-government-surveillance,1951,W000779
RECORDING INDUSTRY ASSOCIATION OF AMERICA INC -> Darrell Issa,14300.0,3,9,Darrell Issa,Republican,CA,rep,1,2022-11-03,2025-10-15,2023-02-02,2025-02-01,https://issa.house.gov/media/press-releases/rep-issa-and-house-and-senate-colleagues-reintroduce-bill-ensure-artists-fair,1698,I000056
LEAGUE OF CONSERVATION VOTERS -> Martin Heinrich,14188.3,2,15,Martin Heinrich,Democrat,NM,sen,1,2022-05-06,2025-12-17,2024-03-30,2024-07-17,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-peters-lead-dozens-of-lawmakers-in-urging-department-of-transportation-to-reduce-methane-emissions-and-protect-families-health-finalize-strong-gas-pipeline-leak-rule,1195,H001046
NATIONAL MINING ASSOCIATION -> Pete Stauber,14000.0,6,12,Pete Stauber,Republican,MN,rep,1,2022-02-01,2025-11-18,2022-01-14,2023-03-01,https://stauber.house.gov/media/press-releases/staubers-first-bill-118th-congress-fixes-outdated-mine-permitting-process,1416,S001212
RECORDING INDUSTRY ASSOCIATION OF AMERICA INC -> Maria Elvira Salazar,14000.0,5,11,Maria Elvira Salazar,Republican,FL,rep,1,2022-07-12,2025-10-11,2023-09-20,2025-04-11,https://salazar.house.gov/media/press-releases/salazar-introduces-no-fakes-act,1698,S000168
WELLS FARGO & COMPANY -> Ruben Gallego,14000.0,3,4,Ruben Gallego,Democrat,AZ,sen,1,2022-03-23,2025-02-28,2025-09-17,2025-12-11,https://www.gallego.senate.gov/news/press-releases/gallego-presents-local-veteran-with-car-from-transportation4heroes-program/,2236,G000574
"AMAZON.COM SERVICES, INC. -> Martin Heinrich",13500.0,2,7,Martin Heinrich,Democrat,NM,sen,1,2023-06-23,2025-02-18,2026-03-12,2026-03-12,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-leads-legislation-to-refund-working-families-for-trumps-unlawful-tariffs,125,H001046
"AMAZON.COM SERVICES, INC. -> Brian Schatz",13500.0,2,6,Brian Schatz,Democrat,HI,sen,1,2022-03-24,2025-04-22,2022-10-31,2022-12-14,https://www.schatz.senate.gov/news/press-releases/schatz-statement-on-president-elect-luiz-inacio-lula-da-silva-of-brazil,125,S001194
AMERICAN CLEAN POWER ASSOCIATION -> Shelley Moore Capito,13500.0,2,5,Shelley Moore Capito,Republican,WV,sen,1,2023-12-12,2025-06-18,2024-08-30,2025-08-29,https://www.capito.senate.gov/news/press-releases/photos-capito-participates-in-west-virginia-chamber-of-commerces-88th-annual-business-summit,161,C001047
AMERICAN CLEAN POWER ASSOCIATION -> Scott H. Peters,13500.0,2,6,Scott H. Peters,Democrat,CA,rep,1,2022-06-08,2025-10-29,2025-10-16,2026-02-02,https://scottpeters.house.gov/press-releases/what-they-are-saying-speed-and-reliability-act,161,P000608
INTEL CORPORATION -> Greg Stanton,13500.0,2,6,Greg Stanton,Democrat,AZ,rep,1,2022-03-21,2024-09-12,2024-03-20,2024-04-08,https://stanton.house.gov/2024/4/stanton-celebrates-6-6-billion-chips-and-science-act-award-to-tsmc,1081,S001211
NORFOLK SOUTHERN CORPORATION -> Rick Larsen,13500.0,3,6,Rick Larsen,Democrat,WA,rep,1,2022-03-22,2025-04-29,2023-06-05,2025-01-10,https://larsen.house.gov/news/documentsingle.aspx?DocumentID=2943,1478,L000560
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Richard Blumenthal,13500.0,2,5,Richard Blumenthal,Democrat,CT,sen,1,2022-09-15,2025-10-24,2025-02-27,2025-03-13,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-opens-preliminary-inquiry-into-fccs-political-targeting-of-newsrooms,2194,B001277
GENERAL MOTORS COMPANY -> Greg Stanton,13000.0,3,7,Greg Stanton,Democrat,AZ,rep,1,2022-03-04,2025-03-03,2023-07-19,2024-01-26,https://stanton.house.gov/2024/1/stanton-lamalfa-introduce-bipartisan-bill-to-help-western-communities-recover-from-wildfires,923,S001211
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Henry C. ""Hank"" Johnson, Jr.",13000.0,2,6,"Henry C. ""Hank"" Johnson, Jr.",Democrat,GA,rep,1,2022-09-15,2025-08-21,2024-01-18,2025-05-16,https://hankjohnson.house.gov/media-center/press-releases/congressman-johnson-proposes-transformational-public-transit-bill-0,2088,J000288
340B HEALTH -> Doris O. Matsui,12500.0,7,5,Doris O. Matsui,Democrat,CA,rep,1,2022-04-12,2025-10-07,2023-03-09,2025-09-09,https://matsui.house.gov/media/press-releases/matsui-welch-reintroduce-legislation-protect-340b-drug-pricing-program,4,M001163
ABBOTT LABORATORIES -> Katherine M. Clark,12500.0,2,4,Katherine M. Clark,Democrat,MA,rep,1,2022-09-26,2025-03-18,2022-05-17,2023-01-12,https://katherineclark.house.gov/press-releases?ID=C9F2DDE0-A2C5-480F-9113-1C52CEB20A61,13,C001101
"AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Earl L. ""Buddy"" Carter",12500.0,3,4,"Earl L. ""Buddy"" Carter",Republican,GA,rep,1,2022-09-12,2025-03-20,2022-11-17,2024-09-18,https://buddycarter.house.gov/news/documentsingle.aspx?DocumentID=15088,149,C001103
AMERICAN HOTEL & LODGING ASSOCIATION -> Bill Cassidy,12500.0,2,3,Bill Cassidy,Republican,LA,sen,1,2023-06-13,2025-03-24,2024-12-03,2025-02-10,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-hassan-reintroduce-bill-to-connect-individuals-to-the-workforce/,190,C001075
AMERICAN LAND TITLE ASSOCIATION -> John Barrasso,12500.0,2,4,John Barrasso,Republican,WY,sen,1,2023-06-07,2025-12-09,2026-02-05,2026-02-25,https://www.barrasso.senate.gov/barrasso-recognizes-wyomings-2026-olympic-athletes/,197,B001261
BERKSHIRE HATHAWAY ENERGY -> Scott H. Peters,12500.0,3,4,Scott H. Peters,Democrat,CA,rep,1,2023-03-28,2025-10-22,2024-06-28,2024-09-24,https://scottpeters.house.gov/press-releases/rep-peters-urges-colleagues-to-pass-his-wildfire-prevention-bill,362,P000608
ELI LILLY AND COMPANY -> Margaret Wood Hassan,12500.0,2,3,Margaret Wood Hassan,Democrat,NH,sen,1,2023-12-04,2025-05-22,2023-05-10,2023-08-31,https://www.hassan.senate.gov/news/press-releases/senators-hassan-and-smith-urge-insulin-manufacturers-to-fulfill-their-commitment-to-lowering-insulin-costs,759,H001076
HEWLETT PACKARD ENTERPRISE COMPANY -> Richard J. Durbin,12500.0,2,3,Richard J. Durbin,Democrat,IL,sen,1,2022-10-14,2024-10-09,2025-02-13,2025-09-05,https://www.durbin.senate.gov/newsroom/press-releases/durbin-daines-introduce-bipartisan-legislation-to-support-the-future-of-quantum-research-at-energy-department,1005,D000563
MICROSOFT CORPORATION -> Ted Lieu,12500.0,2,4,Ted Lieu,Democrat,CA,rep,1,2023-04-28,2025-11-04,2022-04-19,2024-01-10,https://lieu.house.gov/media-center/press-releases/reps-lieu-nunn-beyer-and-molinaro-introduce-bipartisan-bill-establish,1318,L000582
MICROSOFT CORPORATION -> Charles E. Schumer,12500.0,4,4,Charles E. Schumer,Democrat,NY,sen,1,2022-07-29,2025-09-19,2022-02-17,2023-12-06,https://www.schumer.senate.gov/newsroom/press-releases/statements-from-the-third-bipartisan-senate-forum-on-artificial-intelligence,1318,S000148
NATIONAL MINING ASSOCIATION -> Harriet M. Hageman,12500.0,4,6,Harriet M. Hageman,Republican,WY,rep,1,2022-10-18,2025-09-11,2024-02-21,2025-11-18,https://hageman.house.gov/media/press-releases/natural-resource-committee-passes-hageman-bill-nullify-rock-springs-rmp,1416,H001096
NATIONAL PORK PRODUCERS COUNCIL -> Adrian Smith,12500.0,2,4,Adrian Smith,Republican,NE,rep,1,2022-05-05,2025-05-22,2025-03-19,2025-11-21,https://adriansmith.house.gov/media/press-releases/smith-fellow-ag-trade-caucus-co-chairs-introduce-bipartisan-resolution,1418,S001172
NCTA - THE INTERNET & TELEVISION ASSOCIATION (FKA NAT'L CABLE & TELECOM ASSOC.) -> Yvette D. Clarke,12500.0,7,3,Yvette D. Clarke,Democrat,NY,rep,1,2022-11-01,2025-02-26,2024-04-08,2024-05-01,https://clarke.house.gov/rep-clarke-and-senator-welch-issue-statement-following-fcc-warning-nationwide-impact-of-final-month-for-acp/,1437,C001067
PARSONS CORPORATION -> Shelley Moore Capito,12500.0,4,3,Shelley Moore Capito,Republican,WV,sen,1,2022-08-18,2025-06-16,2023-09-13,2024-08-30,https://www.capito.senate.gov/news/press-releases/ranking-member-capito-opening-statement-at-hearing-on-effects-of-extreme-heat-and-weather-on-transportation,1564,C001047
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Jack Reed",12500.0,4,5,Jack Reed,Democrat,RI,sen,1,2022-03-17,2024-07-23,2023-03-29,2025-08-08,https://www.reed.senate.gov/news/releases/with-violent-air-rage-incidents-still-at-elevated-levels-reed-swalwell-and-fitzpatrick-renew-bipartisan-push-to-ground-unruly-passengers,2088,R000122
BOEING COMPANY -> John R. Curtis,12000.0,2,6,John R. Curtis,Republican,UT,sen,1,2022-05-12,2025-06-26,2025-10-23,2026-02-13,https://www.curtis.senate.gov/press-releases/curtis-statement-at-epw-subcommittee-hearing-on-chemical-regulation,406,C001114
RECORDING INDUSTRY ASSOCIATION OF AMERICA INC -> Marsha Blackburn,11700.0,12,5,Marsha Blackburn,Republican,TN,sen,1,2022-03-17,2024-06-27,2024-07-12,2025-08-20,https://www.blackburn.senate.gov/2025/8/technology/blackburn-welch-introduce-bipartisan-bill-to-protect-musicians-artists-and-creators-from-unauthorized-ai-training,1698,B001243
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Blake D. Moore",11633.85,3,11,Blake D. Moore,Republican,UT,rep,1,2022-02-15,2025-08-20,2022-10-14,2023-11-09,https://blakemoore.house.gov/media/press-releases/congressmen-blake-moore-and-jimmy-panetta-reintroduce-range-access-act-expand,1426,M001213
ALZHEIMER'S ASSOCIATION -> Paul Tonko,11603.45,7,6,Paul Tonko,Democrat,NY,rep,1,2022-05-14,2025-12-16,2022-05-17,2024-10-03,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4229,119,T000469
LEAGUE OF CONSERVATION VOTERS -> Summer L. Lee,11602.79,4,12,Summer L. Lee,Democrat,PA,rep,1,2022-01-27,2025-06-25,2023-04-10,2024-04-09,https://summerlee.house.gov/newsroom/press-releases/summer-lee-calls-on-republican-party-to-not-nominate-white-supremacist-antisemite-as-speaker,1195,L000602
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Ted Cruz",11600.0,6,5,Ted Cruz,Republican,TX,sen,1,2023-06-19,2025-09-29,2023-02-17,2026-01-29,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-tours-american-airlines-global-hq-in-fort-worth-texas,141,C001098
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Mark R. Warner,11600.0,2,4,Mark R. Warner,Democrat,VA,sen,1,2024-12-19,2025-12-22,2026-01-28,2026-02-12,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=FE9092C4-A98A-4FC8-986B-0783E86C6E46,1362,W000805
"AMAZON.COM SERVICES, INC. -> Sydney Kamlager-Dove",11500.0,5,8,Sydney Kamlager-Dove,Democrat,CA,rep,1,2023-04-17,2025-12-02,2023-07-18,2025-08-02,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-schumer-johnson-introduce-resolution-celebrating-hip-hop,125,K000400
AMERICAN HOTEL & LODGING ASSOCIATION -> Blake D. Moore,11500.0,4,3,Blake D. Moore,Republican,UT,rep,1,2022-09-13,2025-01-27,2022-02-02,2023-06-14,https://blakemoore.house.gov/media/press-releases/representatives-blake-moore-and-annie-kuster-reintroduce-legislation-support,190,M001213
CVS HEALTH (AND SUBSIDIARIES) -> Adrian Smith,11500.0,2,7,Adrian Smith,Republican,NE,rep,1,2023-06-15,2025-12-19,2023-03-23,2025-05-02,https://adriansmith.house.gov/media/press-releases/smith-schneider-harshbarger-matsui-reintroduce-bipartisan-bill-expand-seniors,668,S001172
"DAVITA, INC. -> Suzan K. DelBene",11500.0,2,9,Suzan K. DelBene,Democrat,WA,rep,1,2022-05-10,2025-03-25,2025-07-17,2026-03-17,https://delbene.house.gov/news/documentsingle.aspx?DocumentID=4282,683,D000617
ELI LILLY AND COMPANY -> Jim Banks,11500.0,6,6,Jim Banks,Republican,IN,sen,1,2023-06-28,2025-11-18,2025-04-03,2025-07-31,https://www.banks.senate.gov/news/press-releases/senator-jim-banks-statement-on-president-trumps-first-100-days/,759,B001299
WELLS FARGO & COMPANY -> Sean Casten,11500.0,5,6,Sean Casten,Democrat,IL,rep,1,2022-02-23,2025-09-24,2022-09-21,2025-05-15,https://casten.house.gov/media/press-releases/casten-warren-lawmakers-urge-financial-regulators-to-stop-obstruction-of-efforts-to-tackle-climate-related-financial-risks,2236,C001117
LEAGUE OF CONSERVATION VOTERS -> Marcy Kaptur,11199.41,2,13,Marcy Kaptur,Democrat,OH,rep,1,2022-04-15,2025-12-17,2024-02-07,2025-01-09,https://kaptur.house.gov/media-center/press-releases/kaptur-dingell-and-huizenga-join-joyce-introducing-legislation,1195,K000009
LEAGUE OF CONSERVATION VOTERS -> Seth Magaziner,11018.53,2,10,Seth Magaziner,Democrat,RI,rep,1,2022-05-06,2025-06-27,2024-01-09,2024-03-01,https://magaziner.house.gov/media/press-releases/magaziner-receives-perfect-score-league-conservation-voters-2023-scorecard,1195,M001223
"ALASKA AIRLINES, INC. -> Mazie K. Hirono",11000.0,2,3,Mazie K. Hirono,Democrat,HI,sen,1,2023-06-06,2025-02-25,2023-06-15,2024-06-18,https://www.hirono.senate.gov/news/press-releases/photos-and-video-hirono-and-chamber-of-commerce-hawaii-host-8th-annual-hawaii-on-the-hill-in-washington-dc,77,H001042
"AMAZON.COM SERVICES, INC. -> Mike Crapo",11000.0,2,4,Mike Crapo,Republican,ID,sen,1,2023-09-25,2025-12-02,2023-06-22,2025-09-10,https://www.crapo.senate.gov/media/newsreleases/crapo-statement-at-hearing-on-cattle-supply-chains-and-amazon-deforestation,125,C000880
"AMAZON.COM SERVICES, INC. -> Ruben Gallego",11000.0,3,4,Ruben Gallego,Democrat,AZ,sen,1,2022-07-26,2025-04-22,2025-05-05,2025-12-11,https://www.gallego.senate.gov/news/press-releases/icymi-senator-gallego-talks-trade-policies-global-energy-challenges-at-mccain-institute-sedona-forum/,125,G000574
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Frederica S. Wilson",11000.0,2,8,Frederica S. Wilson,Democrat,FL,rep,1,2022-01-12,2024-11-18,2022-11-28,2022-11-28,https://wilson.house.gov/media/press-releases/wilson-participates-in-oversight-hearing-on-airline-ground-workers-unsafe-working-conditions,141,W000808
AMERICAN CLEAN POWER ASSOCIATION -> Mike Levin,11000.0,3,5,Mike Levin,Democrat,CA,rep,1,2023-10-26,2025-10-29,2023-01-25,2025-03-24,https://levin.house.gov/media/press-releases/rep-mike-levin-reintroducesbill-to-responsibly-expand-renewable-energy-on-public-lands,161,L000593
"AXON ENTERPRISE, INC. -> Scott Fitzgerald",11000.0,3,9,Scott Fitzgerald,Republican,WI,rep,1,2023-06-01,2025-12-17,2023-05-11,2025-11-18,https://fitzgerald.house.gov/media/press-releases/rep-fitzgeralds-ndo-fairness-act-and-law-enforcement-innovate-de-escalate-act,321,F000471
BOEING COMPANY -> Joe Courtney,11000.0,4,7,Joe Courtney,Democrat,CT,rep,1,2022-09-12,2025-12-07,2023-10-25,2025-06-05,https://courtney.house.gov/media-center/press-releases/ranking-member-courtney-statement-reported-trump-plan-use-qatari-gifted,406,C001069
GENERAL MOTORS COMPANY -> John R. Moolenaar,11000.0,2,5,John R. Moolenaar,Republican,MI,rep,1,2022-05-13,2025-05-19,2023-06-13,2023-09-15,https://moolenaar.house.gov/media-center/press-releases/moolenaar-bidens-policies-put-autoworkers-and-manufacturers-tough-spot,923,M001194
GENERAL MOTORS COMPANY -> Ron Wyden,11000.0,4,5,Ron Wyden,Democrat,OR,sen,1,2022-03-21,2023-06-20,2024-04-30,2025-01-16,https://www.wyden.senate.gov/news/press-releases/wyden-merkley-join-colleagues-in-calling-on-department-of-energy-to-promote-battery-recycling-in-us-electric-vehicle-fleet,923,W000779
