pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Christopher R. Deluzio",20000.0,11,8,Christopher R. Deluzio,Democrat,PA,rep,1,2022-07-27,2025-06-29,2023-03-21,2026-03-03,https://deluzio.house.gov/media/press-releases/rep-deluzio-hosts-leader-hakeem-jeffries-conversation-western-pennsylvania,2088,D000530
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Charles E. Schumer,20000.0,5,4,Charles E. Schumer,Democrat,NY,sen,1,2022-09-15,2025-09-22,2023-04-07,2024-12-12,https://www.schumer.senate.gov/newsroom/press-releases/schumer-south-utica-and-new-hartford-residents_businesses-are-at-wits-end-plagued-by-verizon-cell-phone-dead-zone-that-prevents-them-from-making-calls-taking-mobile-payments--could-even-risk-public-safety-standing-with-neighbors-electeds-biz-owners--fire-depts-senator-publicly-calls-on-verizon-to-investigate-meet-with-locals--fix-the-problem-asap,2194,S000148
"VISA, INC. -> Mike Crapo",20000.0,5,4,Mike Crapo,Republican,ID,sen,1,2022-03-30,2025-03-24,2022-09-20,2024-07-23,https://www.crapo.senate.gov/media/newsreleases/crapo-warner-adeyemo-celebrate-two-year-anniversary-of-the-economic-opportunity-coalition,2204,C000880
"VISA, INC. -> Nancy Pelosi",20000.0,3,4,Nancy Pelosi,Democrat,CA,rep,1,2022-09-26,2024-09-17,2022-10-24,2024-06-19,https://pelosi.house.gov/news/press-releases/pelosi-remarks-at-press-conference-with-his-excellency-andrej-plenkovi-prime,2204,P000197
"VISA, INC. -> Steve Scalise",20000.0,4,5,Steve Scalise,Republican,LA,rep,1,2023-04-25,2025-12-18,2024-07-26,2025-10-21,https://scalise.house.gov/press-releases/Scalise%E2%80%99s-Summer-Update%3A-House-Republicans-Continue-Winning-for-the-American-People,2204,S001176
"VISA, INC. -> Thom Tillis",20000.0,6,4,Thom Tillis,Republican,NC,sen,1,2022-03-24,2025-06-27,2023-03-13,2025-02-26,https://www.tillis.senate.gov/2025/2/tillis-colleagues-introduce-bipartisan-legislation-to-increase-access-to-rural-healthcare,2204,T000476
"BAE SYSTEMS, INC. -> Jeanne Shaheen",19500.0,6,7,Jeanne Shaheen,Democrat,NH,sen,1,2022-03-30,2025-10-08,2023-08-23,2024-08-27,https://www.shaheen.senate.gov/news/press/shaheen-secures-600-million-in-committee-passed-bipartisan-senate-appropriations-bill-to-restore-six-f-15ex-aircraft-in-new-hampshire-boosting-national-security-and-investing-in-jobs,327,S001181
"VISA, INC. -> Ted Budd",19500.0,7,6,Ted Budd,Republican,NC,sen,1,2022-10-21,2025-08-20,2023-05-15,2026-03-25,https://www.budd.senate.gov/2026/03/25/budd-kaine-lead-bipartisan-letter-urging-president-trump-to-advocate-for-pastor-ezra-jins-release/,2204,B001305
"VISA, INC. -> Debbie Wasserman Schultz",19500.0,4,9,Debbie Wasserman Schultz,Democrat,FL,rep,1,2022-03-30,2025-03-28,2022-09-21,2026-03-06,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3471,2204,W000797
BNSF RAILWAY COMPANY -> Jay Obernolte,19000.0,3,11,Jay Obernolte,Republican,CA,rep,1,2022-09-14,2025-12-13,2024-05-17,2024-07-24,https://obernolte.house.gov/media/press-releases/rep-obernolte-leads-colleagues-opposition-epa-approving-californias-use,402,O000019
CAPITAL ONE FINANCIAL CORPORATION -> Mark R. Warner,19000.0,4,9,Mark R. Warner,Democrat,VA,sen,1,2023-06-27,2025-05-14,2023-11-08,2024-03-07,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=9606A7A0-8078-47CB-9569-2504B45A1410,455,W000805
GENERAL MOTORS COMPANY -> Greg Stanton,19000.0,3,9,Greg Stanton,Democrat,AZ,rep,1,2022-03-04,2025-03-03,2023-07-19,2024-01-26,https://stanton.house.gov/2024/1/stanton-lamalfa-introduce-bipartisan-bill-to-help-western-communities-recover-from-wildfires,923,S001211
"SAMSUNG ELECTRONICS AMERICA, INC. -> Michael T. McCaul",19000.0,3,4,Michael T. McCaul,Republican,TX,rep,1,2022-06-30,2025-07-09,2023-03-15,2025-01-27,https://mccaul.house.gov/media-center/press-releases/mccaul-joins-event-announcing-proposed-64-billion-chips-grant-samsung,1770,M001157
"T-MOBILE USA, INC. -> Yvette D. Clarke",19000.0,8,8,Yvette D. Clarke,Democrat,NY,rep,1,2022-12-02,2025-03-12,2024-01-10,2024-05-01,https://clarke.house.gov/rep-clarke-and-senator-welch-issue-statement-following-fcc-warning-nationwide-impact-of-final-month-for-acp/,1951,C001067
"VISA, INC. -> Todd Young",19000.0,4,7,Todd Young,Republican,IN,sen,1,2022-09-12,2025-12-18,2023-06-01,2026-01-21,https://www.young.senate.gov/newsroom/press-releases/young-manchin-introduce-bill-to-allow-distressed-communities-to-opt-in-to-new-program-attracting-high-skilled-immigrants-2/,2204,Y000064
UNION PACIFIC CORPORATION -> David G. Valadao,18750.0,2,12,David G. Valadao,Republican,CA,rep,1,2022-05-12,2025-07-30,2024-06-25,2024-06-25,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=1333,2136,V000129
LEAGUE OF CONSERVATION VOTERS -> Emilia Strong Sykes,18618.88,2,23,Emilia Strong Sykes,Democrat,OH,rep,1,2022-02-24,2025-12-17,2023-12-13,2025-10-24,https://sykes.house.gov/media/press-releases/reps-sykes-and-bresnahan-introduce-bipartisan-water-preservation-and-affordability-act-of-2025,1195,S001223
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Jerry Moran",18500.0,15,5,Jerry Moran,Republican,KS,sen,1,2023-07-03,2025-05-20,2023-07-14,2025-12-18,https://www.moran.senate.gov/public/index.cfm/news-releases?ID=DCBF76F4-4DF6-4193-B1E6-D15840A2159D,141,M000934
GENERAL MOTORS COMPANY -> Sharice Davids,18500.0,2,14,Sharice Davids,Democrat,KS,rep,1,2022-05-23,2025-06-25,2023-08-09,2023-11-28,https://davids.house.gov/media/press-releases/davids-us-department-commerce-discuss-bipartisan-law-create-manufacturing-jobs,923,D000629
NATIONAL MINING ASSOCIATION -> Pete Stauber,18500.0,6,15,Pete Stauber,Republican,MN,rep,1,2022-02-01,2025-11-18,2022-01-14,2023-03-01,https://stauber.house.gov/media/press-releases/staubers-first-bill-118th-congress-fixes-outdated-mine-permitting-process,1416,S001212
UNION PACIFIC CORPORATION -> Troy E. Nehls,18500.0,2,8,Troy E. Nehls,Republican,TX,rep,1,2022-03-28,2025-12-17,2023-12-20,2024-07-09,https://nehls.house.gov/media/press-releases/exclusive-rep-troy-nehls-biden-mayorkas-sheer-neglect-blame-international,2136,N000026
"VISA, INC. -> Patty Murray",18500.0,3,7,Patty Murray,Democrat,WA,sen,1,2022-07-19,2025-12-18,2025-09-29,2025-12-19,https://www.murray.senate.gov/murray-murphy-dexter-colleagues-introduce-bicameral-bill-to-ensure-dhs-detainees-can-speak-to-a-lawyer-contact-their-families/,2204,M001111
LEAGUE OF CONSERVATION VOTERS -> Mike Levin,18030.61,3,21,Mike Levin,Democrat,CA,rep,1,2022-01-20,2025-08-20,2023-06-08,2026-01-13,https://levin.house.gov/media/press-releases/reps-levin-huffman-to-introduce-bills-to-protect-pacific-and-arctic-oceans-from-offshore-drilling,1195,L000593
"AMAZON.COM SERVICES, INC. -> Tammy Baldwin",18000.0,2,8,Tammy Baldwin,Democrat,WI,sen,1,2022-09-12,2025-09-29,2024-01-10,2024-05-09,https://www.baldwin.senate.gov/news/press-releases/senators-baldwin-casey-collins-introduce-esthers-law-to-ban-deadly-water-beads-and-protect-kids,125,B001230
BNSF RAILWAY COMPANY -> John Hoeven,18000.0,9,5,John Hoeven,Republican,ND,sen,1,2022-05-16,2025-12-13,2022-07-13,2025-01-10,https://www.hoeven.senate.gov/news/news-releases/hoeven-stresses-impact-of-inflation-on-rural-communities-working-to-support-energy-and-agriculture-producers,402,H001061
BNSF RAILWAY COMPANY -> Troy E. Nehls,18000.0,3,11,Troy E. Nehls,Republican,TX,rep,1,2022-06-06,2025-12-13,2023-05-02,2024-07-09,https://nehls.house.gov/media/press-releases/exclusive-rep-troy-nehls-biden-mayorkas-sheer-neglect-blame-international,402,N000026
COMCAST CORPORATION -> Yvette D. Clarke,18000.0,8,9,Yvette D. Clarke,Democrat,NY,rep,1,2023-05-02,2025-03-27,2024-01-10,2024-05-01,https://clarke.house.gov/rep-clarke-and-senator-welch-issue-statement-following-fcc-warning-nationwide-impact-of-final-month-for-acp/,586,C001067
WALMART INC. -> Adrian Smith,18000.0,2,13,Adrian Smith,Republican,NE,rep,1,2022-05-12,2025-06-25,2023-03-23,2025-05-02,https://adriansmith.house.gov/media/press-releases/smith-schneider-harshbarger-matsui-reintroduce-bipartisan-bill-expand-seniors,2222,S001172
"AMAZON.COM SERVICES, INC. -> Donald S. Beyer, Jr.",17500.0,4,5,"Donald S. Beyer, Jr.",Democrat,VA,rep,1,2022-03-23,2024-10-28,2022-09-29,2023-07-21,https://beyer.house.gov/news/documentsingle.aspx?DocumentID=5948,125,B001292
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> John Cornyn",17500.0,2,5,John Cornyn,Republican,TX,sen,1,2022-02-01,2025-03-03,2024-10-16,2024-12-17,https://www.cornyn.senate.gov/news/cornyn-praises-selection-of-american-airlines-for-san-antonio-to-d-c-direct-flight-route/,141,C001056
BNSF RAILWAY COMPANY -> Kevin Cramer,17500.0,27,7,Kevin Cramer,Republican,ND,sen,1,2023-03-28,2025-12-13,2023-06-16,2024-06-24,https://www.cramer.senate.gov/news/press-releases/sen-cramer-us-department-of-transportation-awards-more-than-28-million-to-west-fargo-spirit-lake-tribe-and-the-three-affiliated-tribes,402,C001096
ELI LILLY AND COMPANY -> Margaret Wood Hassan,17500.0,2,4,Margaret Wood Hassan,Democrat,NH,sen,1,2023-12-04,2025-05-22,2023-05-10,2023-08-31,https://www.hassan.senate.gov/news/press-releases/senators-hassan-and-smith-urge-insulin-manufacturers-to-fulfill-their-commitment-to-lowering-insulin-costs,759,H001076
"ENTERGY SERVICES, LLC -> Bill Cassidy",17500.0,12,5,Bill Cassidy,Republican,LA,sen,1,2022-10-24,2025-10-13,2024-09-30,2025-04-08,https://www.cassidy.senate.gov/newsroom/press-releases/what-they-are-saying-trump-cabinet-voices-support-for-cassidys-trade-manufacturing-bill-to-hold-china-accountable/,785,C001075
"GARMIN INTERNATIONAL, INC. (FORMERLY REPORTED AS GARMIN LTD.) -> Sharice Davids",17500.0,2,5,Sharice Davids,Democrat,KS,rep,1,2022-07-25,2025-03-31,2023-07-20,2023-07-21,https://davids.house.gov/media/press-releases/icymi-davids-highlights-bipartisan-accomplishments-yesterdays-faa,903,D000629
INTEL CORPORATION -> Hakeem S. Jeffries,17500.0,4,4,Hakeem S. Jeffries,Democrat,NY,rep,1,2022-10-31,2024-08-22,2025-03-26,2026-03-12,https://jeffries.house.gov/2026/03/12/leader-jeffries-on-ms-now-theres-been-no-evidence-that-the-administration-is-actually-focused-on-the-things-that-matter/,1081,J000294
NATIONAL FOOTBALL LEAGUE -> Tim Scott,17500.0,5,5,Tim Scott,Republican,SC,sen,1,2022-03-11,2024-06-10,2022-01-27,2025-06-09,https://www.scott.senate.gov/media-center/press-releases/senator-scott-introduces-legislation-to-expand-educator-definition-for-tax-deductions/,1408,S001184
NUCOR CORPORATION -> Mike Flood,17500.0,2,7,Mike Flood,Republican,NE,rep,1,2022-04-29,2025-09-24,2024-03-01,2025-08-29,https://flood.house.gov/media/press-releases/congressman-floods-nebraska-statehood-day-statement,1499,F000474
"THE HOME DEPOT, INC. -> Janice D. Schakowsky",17500.0,2,4,Janice D. Schakowsky,Democrat,IL,rep,1,2022-08-10,2023-12-17,2022-05-06,2022-11-17,https://schakowsky.house.gov/media/press-releases/schakowsky-durbin-call-passage-bipartisan-inform-consumers-act,2027,S001145
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Chris Van Hollen",17500.0,6,6,Chris Van Hollen,Democrat,MD,sen,1,2022-03-17,2025-11-09,2024-05-14,2026-03-24,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-wilson-introduce-bicameral-bill-to-invest-in-public-transit-workforce-training,2088,V000128
"AMAZON.COM SERVICES, INC. -> James Comer",17000.0,2,6,James Comer,Republican,KY,rep,1,2022-02-24,2025-06-04,2022-02-08,2022-03-08,https://comer.house.gov/2022/3/senate-passes-ranking-member-comer-and-chair-maloney-s-postal-service-reform-act,125,C001108
BNSF RAILWAY COMPANY -> Deb Fischer,17000.0,2,5,Deb Fischer,Republican,NE,sen,1,2022-03-25,2025-03-19,2025-01-15,2025-02-27,https://www.fischer.senate.gov/public/index.cfm/news?ID=71DBA7DA-DCE0-4EB4-8A76-036E882A5FD5,402,F000463
MASTERCARD WORLDWIDE -> Mike Flood,17000.0,3,14,Mike Flood,Republican,NE,rep,1,2024-04-01,2025-09-15,2023-07-19,2023-08-04,https://flood.house.gov/media/press-releases/congressman-flood-hosts-his-first-flyover-fintech-conference,1276,F000474
"THE GOLDMAN SACHS GROUP, INC. -> Andy Barr",17000.0,2,5,Andy Barr,Republican,KY,rep,1,2022-05-31,2025-12-30,2025-02-13,2025-09-30,https://barr.house.gov/press-releases?ID=2C482D0C-59B1-4DC6-A03C-D8DD3819653E,2023,B001282
"VISA, INC. -> Bradley Scott Schneider",17000.0,6,9,Bradley Scott Schneider,Democrat,IL,rep,1,2022-10-20,2025-05-23,2022-03-25,2024-01-11,https://schneider.house.gov/media/press-releases/schneider-leads-members-congress-urging-biden-administration-prioritize-0,2204,S001190
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Eric Swalwell",16500.0,2,8,Eric Swalwell,Democrat,CA,rep,0,2022-02-24,2025-09-12,2022-04-06,2023-03-30,https://swalwell.house.gov/media-center/press-releases/violent-air-rage-incidents-still-elevated-levels-reed-swalwell,2088,S001193
UNION PACIFIC CORPORATION -> Mike Quigley,16500.0,3,10,Mike Quigley,Democrat,IL,rep,1,2022-04-08,2025-09-23,2023-04-17,2024-05-24,https://quigley.house.gov/media-center/press-releases/quigley-wraps-tour-community-project-funding-sites,2136,Q000023
"VISA, INC. -> John Cornyn",16500.0,9,4,John Cornyn,Republican,TX,sen,1,2023-12-05,2025-12-18,2024-09-26,2026-02-26,https://www.cornyn.senate.gov/news/cornyn-presses-mayorkas-for-answers-on-vetting-of-afghan-parolee-charged-in-connection-with-terror-plot/,2204,C001056
"BAE SYSTEMS, INC. -> Gary C. Peters",16000.0,5,7,Gary C. Peters,Democrat,MI,sen,1,2022-09-28,2024-07-31,2023-01-18,2023-12-13,https://www.peters.senate.gov/newsroom/press-releases/senate-passes-national-defense-bill-with-senator-peters-provisions-and-michigan-priorities,327,P000595
CSX CORPORATION -> Cindy Hyde-Smith,16000.0,2,4,Cindy Hyde-Smith,Republican,MS,sen,1,2023-12-06,2025-12-15,2025-05-01,2025-07-02,https://www.hydesmith.senate.gov/book-now-amtrak-mardi-gras-service-starting-august-18,658,H001079
INTEL CORPORATION -> Mike Carey,16000.0,2,6,Mike Carey,Republican,OH,rep,1,2022-05-10,2025-08-14,2022-01-21,2024-09-12,https://carey.house.gov/2024/09/12/carey-introduces-legislation-establishing-national-stem-week/,1081,C001126
NATIONAL ASSOCIATION OF BROADCASTERS -> Steven Horsford,16000.0,2,4,Steven Horsford,Democrat,NV,rep,1,2022-09-20,2024-03-20,2024-04-18,2025-06-10,https://horsford.house.gov/media/press-releases/horsford-introduces-the-broadcast-voices-act-to-enhance-diversity-in-broadcasting-ownership,1368,H001066
NCTA - THE INTERNET & TELEVISION ASSOCIATION (FKA NAT'L CABLE & TELECOM ASSOC.) -> Kat Cammack,16000.0,2,5,Kat Cammack,Republican,FL,rep,1,2022-05-17,2025-06-03,2022-03-29,2023-05-11,https://cammack.house.gov/media/press-releases/reps-cammack-soto-jackson-perez-introduce-rural-internet-improvement-act-2023,1437,C001039
NORFOLK SOUTHERN CORPORATION -> Terri A. Sewell,16000.0,5,5,Terri A. Sewell,Democrat,AL,rep,1,2022-07-26,2025-09-09,2022-07-25,2025-07-24,https://sewell.house.gov/2025/7/rep-sewell-announces-employer-lineup-for-14th-annual-job-fair-in-tuscaloosa/63133a69-e4e3-4e9b-9de2-cdbcd37cdb81,1478,S001185
WALMART INC. -> Steve Daines,16000.0,2,8,Steve Daines,Republican,MT,sen,1,2022-06-28,2025-12-02,2026-02-26,2026-03-24,https://www.daines.senate.gov/2026/03/24/daines-on-fox-news-stop-the-nonsense-end-the-dhs-shutdown/,2222,D000618
WALMART INC. -> Margaret Wood Hassan,16000.0,2,6,Margaret Wood Hassan,Democrat,NH,sen,1,2022-12-08,2025-07-30,2025-01-31,2025-11-24,https://www.hassan.senate.gov/news/press-releases/scams-alert-ahead-of-black-friday-and-cyber-monday-senator-hassan-warns-consumers-about-holiday-shopping-scams,2222,H001076
LEAGUE OF CONSERVATION VOTERS -> Susie Lee,15751.62,4,18,Susie Lee,Democrat,NV,rep,1,2022-03-03,2025-12-17,2023-05-16,2026-02-13,https://susielee.house.gov/media/press-releases/lee-solar-leaders-and-advocates-discuss-her-bipartisan-legislation-cut-solar,1195,L000590
"BECHTEL NATIONAL, INC. -> Dan Newhouse",15700.0,2,58,Dan Newhouse,Republican,WA,rep,1,2022-01-14,2025-12-13,2025-10-15,2025-12-05,https://newhouse.house.gov/media-center/press-releases/newhouse-welcomes-secretary-wright-visit-energy-innovation-and-hanford,354,N000189
"AMAZON.COM SERVICES, INC. -> Angus S. King, Jr.",15500.0,2,4,"Angus S. King, Jr.",Independent,ME,sen,1,2023-08-21,2025-09-09,2022-10-03,2022-12-21,https://www.king.senate.gov/newsroom/press-releases/king-calls-for-strong-implementation-of-corporate-minimum-tax-in-inflation-reduction-act,125,K000383
GENERAL DYNAMICS CORPORATION -> Scott H. Peters,15500.0,3,10,Scott H. Peters,Democrat,CA,rep,1,2022-03-07,2025-06-03,2023-07-10,2024-04-17,https://scottpeters.house.gov/press-releases/rep-peters-secures-san-diego-defense-priorities-votes-for-national-defense-authorization-act,919,P000608
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Andy Barr",15500.0,4,7,Andy Barr,Republican,KY,rep,1,2022-04-06,2025-02-25,2023-04-21,2025-08-08,https://barr.house.gov/press-releases?ID=F866D63A-2C5B-461C-8DB4-8FEFA26CBD23,1426,B001282
"T-MOBILE USA, INC. -> Marsha Blackburn",15500.0,3,6,Marsha Blackburn,Republican,TN,sen,1,2022-03-11,2025-11-19,2025-10-10,2026-02-12,https://www.blackburn.senate.gov/2026/2/immigration/video-blackburn-calls-out-democrats-for-siding-with-criminal-illegal-aliens-recaps-arctic-frost-hearing,1951,B001243
"AMAZON.COM SERVICES, INC. -> Steny H. Hoyer",15000.0,2,3,Steny H. Hoyer,Democrat,MD,rep,1,2022-02-24,2023-03-13,2024-09-27,2026-03-07,https://hoyer.house.gov/media/press-releases/rep-hoyer-and-chair-cardin-introduce-legislation-conserve-and-protect-worlds,125,H000874
"AMAZON.COM SERVICES, INC. -> Frank Pallone, Jr.",15000.0,2,5,"Frank Pallone, Jr.",Democrat,NJ,rep,1,2022-09-12,2025-03-28,2023-08-29,2026-02-18,https://pallone.house.gov/stop-ice-warehouse,125,P000034
"AMAZON.COM SERVICES, INC. -> Charles E. Schumer",15000.0,2,4,Charles E. Schumer,Democrat,NY,sen,1,2023-09-08,2025-02-18,2023-01-12,2023-06-19,https://www.schumer.senate.gov/newsroom/press-releases/schumer-standing-at-plugs-400-job-rochester-green-hydrogen-gigafactory-launches-major-push-to-make-new-york-the-center-of-the-nations-first-ever-federal-clean-green-hydrogen-hub-senator-reveals-how-upstate-ny-can-land-billions-in-new-competition-for-thousands-of-ny-clean-energy-jobs-powering-the-fight-against-climate-change,125,S000148
AMERICAN ACADEMY OF OPHTHALMOLOGY -> Gus M. Bilirakis,15000.0,2,7,Gus M. Bilirakis,Republican,FL,rep,1,2022-05-18,2025-02-26,2024-05-14,2025-04-01,https://bilirakis.house.gov/media/press-releases/bilirakis-and-veasey-introduce-legislation-identify-and-address-kids-vision,138,B001257
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Suzanne Bonamici,15000.0,2,3,Suzanne Bonamici,Democrat,OR,rep,1,2023-09-22,2025-12-16,2025-01-16,2025-12-12,https://bonamici.house.gov/media/press-releases/merkley-wicker-kiggans-bonamici-lead-bipartisan-bicameral-effort-oppose-new,149,B001278
AMERICAN CLEAN POWER ASSOCIATION -> John R. Curtis,15000.0,2,5,John R. Curtis,Republican,UT,sen,1,2023-12-21,2025-09-19,2025-03-06,2025-08-15,https://www.curtis.senate.gov/press-releases/statement-from-senator-curtis-on-administrations-wind-and-solar-guidance,161,C001114
AMERICAN HOTEL & LODGING ASSOCIATION -> Bill Cassidy,15000.0,2,4,Bill Cassidy,Republican,LA,sen,1,2023-06-13,2025-03-24,2024-12-03,2025-02-10,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-hassan-reintroduce-bill-to-connect-individuals-to-the-workforce/,190,C001075
AMERICAN HOTEL & LODGING ASSOCIATION -> Amy Klobuchar,15000.0,2,3,Amy Klobuchar,Democrat,MN,sen,1,2023-12-11,2025-09-16,2024-08-08,2025-02-05,https://www.klobuchar.senate.gov/public/index.cfm/news-releases?ID=F9B86E7A-0CC1-4F51-BC20-FAF9A7142848,190,K000367
BLACKROCK FUNDS SERVICES GROUP LLC (FORMERLY BLACKROCK CAPITAL MANAGEMENT INC.) -> Dan Sullivan,15000.0,7,3,Dan Sullivan,Republican,AK,sen,1,2023-09-26,2025-12-21,2022-03-24,2023-05-17,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-testifies-before-banking-committee-we-need-to-stop-fund-managers-from-controlling-virtually-every-large-us-corporation,381,S001198
BNSF RAILWAY COMPANY -> Rick Larsen,15000.0,11,7,Rick Larsen,Democrat,WA,rep,1,2022-03-18,2025-12-13,2022-07-21,2025-07-16,https://larsen.house.gov/news/documentsingle.aspx?DocumentID=4016,402,L000560
"CHENIERE ENERGY, INC. -> Bill Cassidy",15000.0,4,1,Bill Cassidy,Republican,LA,sen,1,2025-08-20,2025-08-20,2024-09-30,2025-06-11,https://www.cassidy.senate.gov/newsroom/press-releases/media-advisory-cassidy-releases-agenda-for-upcoming-energy-security-summit-in-baton-rouge/,501,C001075
CSX CORPORATION -> Chris Van Hollen,15000.0,3,3,Chris Van Hollen,Democrat,MD,sen,1,2023-07-28,2025-09-26,2023-10-02,2024-12-19,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-cardin-moore-announce-80-million-for-baltimore-harbor-tunnel-improvements,658,V000128
NATIONAL FOOTBALL LEAGUE -> Nancy Pelosi,15000.0,2,3,Nancy Pelosi,Democrat,CA,rep,1,2022-09-30,2024-05-02,2022-12-08,2025-01-10,https://pelosi.house.gov/news/press-releases/transcript-of-pelosi-remarks-at-weekly-press-conference,1408,P000197
NATIONAL PORK PRODUCERS COUNCIL -> Randy Feenstra,15000.0,3,3,Randy Feenstra,Republican,IA,rep,1,2023-09-28,2025-03-27,2023-11-13,2025-07-15,https://feenstra.house.gov/media/press-releases/feenstra-murphy-ask-biden-administration-secure-fair-market-access-american,1418,F000446
NORFOLK SOUTHERN CORPORATION -> Gary C. Peters,15000.0,2,3,Gary C. Peters,Democrat,MI,sen,1,2022-05-02,2024-06-27,2023-03-22,2023-05-10,https://www.peters.senate.gov/newsroom/press-releases/video-peters-presses-norfolk-southern-ceo-on-companys-apparent-failure-to-meet-safety-inspection-standards,1478,P000595
SPACE EXPLORATION TECHNOLOGIES CORPORATION -> Mike Haridopolos,15000.0,2,3,Mike Haridopolos,Republican,FL,rep,1,2024-05-14,2025-10-14,2025-01-03,2025-01-16,https://haridopolos.house.gov/media/press-releases/mike-haridopolos-sworn-congressman-floridas-8th-district,1895,H001099
"T-MOBILE USA, INC. -> Ron Wyden",15000.0,2,7,Ron Wyden,Democrat,OR,sen,1,2022-04-20,2024-06-19,2024-04-29,2025-05-21,https://www.wyden.senate.gov/news/press-releases/wyden-reveals-which-phone-companies-protect-privacy-by-telling-customers-about-government-surveillance,1951,W000779
TIAA -> Joyce Beatty,15000.0,2,6,Joyce Beatty,Democrat,OH,rep,1,2022-09-23,2025-05-16,2024-04-18,2025-05-07,https://beatty.house.gov/media-center/press-releases/reps-beatty-and-kim-host-bipartisan-financial-education-resource-fair-on-capitol-hill,2066,B001281
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> John Garamendi",15000.0,5,4,John Garamendi,Democrat,CA,rep,1,2022-06-14,2024-02-22,2023-06-12,2025-08-19,https://garamendi.house.gov/media/press-releases/reps-garamendi-menendez-and-garbarino-introduce-airline-employee-assault,2088,G000559
UNION PACIFIC CORPORATION -> Tammy Duckworth,15000.0,3,3,Tammy Duckworth,Democrat,IL,sen,1,2022-05-10,2025-05-27,2024-01-31,2024-12-13,https://www.duckworth.senate.gov/news/press-releases/duckworth-durbin-quigley-discuss-chicago-hub-improvement-project-with-union-pacific,2136,D000622
"VISA, INC. -> Tom Cotton",15000.0,13,4,Tom Cotton,Republican,AR,sen,1,2024-09-17,2025-11-13,2022-08-02,2026-03-25,https://www.cotton.senate.gov/news/press-releases/cottonbanksintroduce-the-countering-chinese-political-warfare-act,2204,C001095
"VISA, INC. -> Chuck Grassley",15000.0,11,8,Chuck Grassley,Republican,IA,sen,1,2022-05-24,2025-12-18,2024-09-26,2026-03-27,https://www.grassley.senate.gov/news/news-releases/qanda-senate-beefs-up-law-enforcement-tools-to-protect-americans,2204,G000386
"VISA, INC. -> Ron Wyden",15000.0,9,4,Ron Wyden,Democrat,OR,sen,1,2023-12-05,2024-12-09,2024-04-16,2026-02-14,https://www.wyden.senate.gov/news/press-releases/wyden-urges-dhs-to-abandon-proposal-to-further-restrict-visas-of-foreign-journalists,2204,W000779
"WALGREEN COMPANY -> Earl L. ""Buddy"" Carter",15000.0,3,6,"Earl L. ""Buddy"" Carter",Republican,GA,rep,1,2022-06-28,2025-06-30,2023-05-16,2024-10-11,https://buddycarter.house.gov/news/documentsingle.aspx?DocumentID=15174,2220,C001103
WALMART INC. -> Charles E. Schumer,15000.0,3,3,Charles E. Schumer,Democrat,NY,sen,1,2022-12-08,2024-12-19,2023-01-12,2024-04-02,https://www.schumer.senate.gov/newsroom/press-releases/schumer-standing-at-plugs-400-job-rochester-green-hydrogen-gigafactory-launches-major-push-to-make-new-york-the-center-of-the-nations-first-ever-federal-clean-green-hydrogen-hub-senator-reveals-how-upstate-ny-can-land-billions-in-new-competition-for-thousands-of-ny-clean-energy-jobs-powering-the-fight-against-climate-change,2222,S000148
"AMAZON.COM SERVICES, INC. -> Bradley Scott Schneider",14500.0,2,6,Bradley Scott Schneider,Democrat,IL,rep,1,2022-03-24,2025-12-12,2025-08-12,2025-12-10,https://schneider.house.gov/media/press-releases/schneider-bipartisan-legislation-halt-counterfeit-imports-advances-us-house,125,S001190
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Carlos A. Gimenez",14500.0,2,6,Carlos A. Gimenez,Republican,FL,rep,1,2022-04-25,2023-12-01,2022-03-31,2026-02-05,https://gimenez.house.gov/2026/2/congressman-carlos-a-gimenez-urges-airline-ceo-s-to-end-flights-to-cuba,141,G000593
BNSF RAILWAY COMPANY -> David G. Valadao,14500.0,2,8,David G. Valadao,Republican,CA,rep,1,2022-03-02,2025-12-13,2024-06-25,2024-06-25,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=1333,402,V000129
