activity_id,filing_uuid,registrant_id,client_id,filing_year,filing_period,dt_posted,stance_label,stance_confidence,source,cohort,is_canonical
353426,e7cbb88d-0cde-483d-bb78-97418314bceb,40021,149481,2023,fourth_quarter,2024-01-22T18:16:44-05:00,relief,0.95,agreed,established,1
353723,2cf0fb06-ca73-46a0-8363-442711d98b3a,58055,160433,2023,fourth_quarter,2024-01-22T18:44:06-05:00,relief,0.95,agreed,established,1
353873,79e8a731-7891-4bac-ba9d-6a8bcd5e9cc0,401106332,213013,2023,fourth_quarter,2024-01-22T18:55:32-05:00,unclear,0.95,agreed,established,1
353940,77eaf236-351c-44ab-804d-c4fc317d6f79,35263,143852,2023,fourth_quarter,2024-01-22T19:01:32-05:00,unclear,0.35,agreed,established,0
354101,516d5083-f33c-4c6d-895a-0aef2441645d,400412950,190379,2023,fourth_quarter,2024-01-22T19:20:14-05:00,unclear,0.4,agreed,established,1
354675,59b478b0-1c18-4046-b094-15bf56f660ad,401046942,197256,2023,fourth_quarter,2024-01-22T20:30:46-05:00,unclear,0.4,agreed,established,1
354859,cc73296f-ca30-4aa4-a431-41fa74f805f5,401104172,200901,2023,fourth_quarter,2024-01-22T20:54:46-05:00,unclear,0.5,agreed,established,1
355508,d326d896-6f18-4ba3-93a3-dc2631b66c2a,28663,134577,2023,fourth_quarter,2024-01-23T07:17:36-05:00,relief,0.95,agreed,established,1
355929,b0eec440-a468-40a7-a29b-23b053cb3fc0,298091,179910,2023,fourth_quarter,2024-01-23T13:41:39-05:00,relief,0.8,opus,established,1
355937,ac29cebe-067f-48e4-8b42-de26def86b7a,30393,135816,2023,fourth_quarter,2024-01-23T13:47:35-05:00,relief,0.95,agreed,established,1
356138,9a80b3c8-16b9-42fc-a072-ada531dc2b7b,8475,112676,2023,fourth_quarter,2024-01-23T16:20:39-05:00,unclear,0.4,opus,established,0
356488,d4b25b24-60ff-4407-8093-2a05aba67e37,400794388,195349,2023,fourth_quarter,2024-01-24T15:48:43-05:00,unclear,0.55,agreed,established,1
357447,d98f099e-54e3-4f2b-a811-c7b993cda5da,27833,134460,2023,fourth_quarter,2024-01-30T16:28:00-05:00,relief,0.7,opus,established,1
357563,22fa19c6-c8b9-4b66-a0ea-f9cab6862a30,401105589,205749,2023,fourth_quarter,2024-01-31T10:14:12-05:00,mixed,0.85,opus,established,0
358652,9f19096e-c6be-4e7b-8b6a-23e1b59e5eb8,36366,145446,2023,fourth_quarter,2024-02-05T13:34:23-05:00,unclear,0.4,agreed,established,1
358673,8c932672-e676-4f5a-ae8b-94399ff2fdfe,400359656,189550,2023,fourth_quarter,2024-02-05T13:36:57-05:00,relief,0.9,agreed,established,1
358817,0ddad2f3-9b72-4cb6-a169-64f1eee3de98,291594,177806,2023,fourth_quarter,2024-02-05T14:35:03-05:00,unclear,0.8,agreed,established,0
358993,ecc49c88-0580-4a87-80b1-805d3b5378d9,37538,146406,2023,fourth_quarter,2024-02-05T16:26:49-05:00,unclear,0.4,opus,established,1
359076,33a3e533-2d9c-422d-ae78-f396925d2218,400287370,188909,2023,fourth_quarter,2024-02-05T19:59:34-05:00,unclear,0.45,opus,established,1
359112,41714ada-6481-4a36-8e40-45c4ecc1a24d,58352,160522,2023,fourth_quarter,2024-02-06T02:57:22-05:00,relief,0.95,agreed,established,1
359265,1151664d-5a8d-44bc-902b-53d062e8db3d,81054,171061,2023,fourth_quarter,2024-02-06T13:25:45-05:00,protection,0.95,opus,established,1
360090,35e28a7c-ee3a-4ef8-8bc9-cbef5a03b197,291594,177806,2023,fourth_quarter,2024-02-20T13:08:22-05:00,unclear,0.8,agreed,established,1
360547,54176ced-4805-4d8a-9f78-b4f6dbf1d5d2,401104925,202954,2023,fourth_quarter,2024-03-19T12:34:20-04:00,unclear,0.95,agreed,established,1
360783,89fc30d8-381b-487d-94e1-22ece5929e12,401105589,205749,2023,fourth_quarter,2024-04-04T12:52:28-04:00,mixed,0.85,opus,established,1
361605,48b7cc1e-91fe-4c45-807b-fcf69c4194dd,26912,134239,2023,fourth_quarter,2024-04-22T09:26:10-04:00,unclear,0.45,opus,established,1
361762,22273b10-e6f4-4b49-be28-4a3df10e37bf,63017,52644,2023,second_quarter,2024-04-24T19:00:39-04:00,relief,0.95,agreed,established,1
361765,d3b57c11-c0b9-4415-a940-2751de5fb0c5,63017,52644,2023,third_quarter,2024-04-24T19:06:17-04:00,relief,0.95,agreed,established,1
361768,f5962f18-00f7-4237-9c18-8c1f1c442163,63017,52644,2023,fourth_quarter,2024-04-24T19:08:29-04:00,relief,0.95,agreed,established,1
362651,c68cd8ab-41a4-4c7e-b3e5-d226f620235a,401107126,53829,2023,first_quarter,2024-10-11T17:32:06-04:00,unclear,0.95,agreed,established,1
362871,a5295ea2-8443-4523-9538-50678c34088b,8475,112676,2023,first_quarter,2024-12-10T10:40:03-05:00,unclear,0.4,opus,established,1
362878,d6740668-ef21-4d1b-b988-53484a51c5e3,8475,112676,2023,second_quarter,2024-12-10T10:41:34-05:00,unclear,0.4,opus,established,1
362885,7fff0ff9-daaa-4df9-b8fb-6a03cd71fe41,8475,112676,2023,third_quarter,2024-12-10T10:43:27-05:00,unclear,0.4,opus,established,1
362893,71c9d218-8ae4-4932-b5cb-c5fe913b02d2,8475,112676,2023,fourth_quarter,2024-12-10T10:46:57-05:00,unclear,0.4,opus,established,1
363411,662eed30-f409-47e9-890a-923af360ad45,35263,143852,2023,fourth_quarter,2025-07-21T17:12:14-04:00,unclear,0.35,agreed,established,1
363535,06dbd3e3-3203-43ec-b6c2-51360abe93d8,401103903,200360,2023,fourth_quarter,2026-01-12T18:28:14-05:00,relief,0.82,agreed,established,0
363539,5723f4e3-1b53-4e49-a3bf-e0c883f31b8a,401103903,200360,2023,first_quarter,2026-01-12T18:40:18-05:00,relief,0.82,agreed,established,0
363543,f70d3249-3785-4797-ad5c-5cd2a8bfec8b,401103903,200360,2023,second_quarter,2026-01-12T18:43:47-05:00,relief,0.82,agreed,established,0
363547,0cbc8b63-e13c-4a2e-9970-329498a9e52f,401103903,200360,2023,third_quarter,2026-01-12T18:46:19-05:00,relief,0.82,agreed,established,0
363563,67ed9cd3-00ae-4ff9-9335-7895fee29f18,401103903,200360,2023,first_quarter,2026-01-30T19:17:24-05:00,relief,0.82,agreed,established,1
363567,ea150286-69d0-44e7-9947-43a0a35980e5,401103903,200360,2023,second_quarter,2026-01-30T19:20:12-05:00,relief,0.82,agreed,established,1
363571,046d87d1-2e66-46f6-895a-53ed72f91671,401103903,200360,2023,third_quarter,2026-01-30T19:24:00-05:00,relief,0.82,agreed,established,1
363575,dfc0263d-2408-42e5-9dbc-355dd54332b7,401103903,200360,2023,fourth_quarter,2026-01-30T19:26:27-05:00,relief,0.82,agreed,established,1
363988,4da942bf-04cd-45ef-95fd-909c383757a1,401103565,58541,2024,first_quarter,2024-01-26T17:49:04-05:00,unclear,0.95,agreed,established,1
364077,6ab70b8f-068f-4d08-be4b-bebdffb27b37,401104209,58640,2024,first_quarter,2024-02-05T12:14:28-05:00,unclear,0.5,agreed,established,1
364537,522e0065-c22d-4037-bb74-6a931fa80a14,5211,106016,2024,first_quarter,2024-02-21T16:45:27-05:00,unclear,0.5,agreed,established,1
365492,4fe23bc6-f474-4b5a-99cc-29316281c074,314432,184995,2024,first_quarter,2024-03-25T09:49:37-04:00,unclear,0.45,opus,established,1
366136,34eb8344-f5e2-4fcf-a04a-782a7b61889a,40006037,187506,2024,first_quarter,2024-04-02T10:19:23-04:00,relief,0.95,agreed,established,1
366601,309bec48-54b8-4d40-b351-f42f147289bb,401104209,205334,2024,first_quarter,2024-04-03T11:33:05-04:00,unclear,0.9,agreed,established,1
366691,d3f1b2bf-a71f-4f6d-8b34-b0b70ed715f4,401103903,200360,2024,first_quarter,2024-04-03T14:35:05-04:00,relief,0.82,agreed,established,0
366712,be4c7eed-42c5-42aa-889e-3f0383b39eb5,400487397,57259,2024,first_quarter,2024-04-03T14:47:25-04:00,unclear,0.3,agreed,established,1
367674,b5b92251-6b86-4a41-bf0c-b3621e56aa4c,28504,134535,2024,first_quarter,2024-04-08T10:01:07-04:00,relief,0.95,agreed,established,1
368615,f89ff9b6-b72c-45e4-b739-3117c11e6068,400661993,210126,2024,first_quarter,2024-04-10T13:26:07-04:00,unclear,0.5,agreed,established,1
368719,bff7807e-6c60-44a4-93a8-b763ea503480,63017,52644,2024,first_quarter,2024-04-10T14:57:19-04:00,relief,0.95,agreed,established,0
368727,f3131dd9-6188-4423-8355-9e27f36dcca7,57338,159975,2024,first_quarter,2024-04-10T15:06:33-04:00,relief,0.97,agreed,established,1
369065,48c67ca8-96f0-487b-9fad-7a97864bd550,400408933,190355,2024,first_quarter,2024-04-11T11:36:18-04:00,relief,0.8,agreed,established,1
369244,bee2d730-52d9-4387-a91d-825c0964f4dc,7975,111010,2024,first_quarter,2024-04-11T13:55:01-04:00,unclear,0.4,agreed,established,1
369339,8a3881f8-c40c-480b-ad44-3f8b4de44602,39941,148807,2024,first_quarter,2024-04-11T16:03:20-04:00,relief,0.95,agreed,established,1
370281,2f0782b2-cefd-4a9e-a6ea-6c779ee8b02f,55792,159864,2024,first_quarter,2024-04-12T16:53:41-04:00,unclear,0.95,agreed,established,1
370638,356db0c1-8a80-4e98-aea0-22ef3162ccfc,75557,53538,2024,first_quarter,2024-04-12T21:07:26-04:00,unclear,0.95,agreed,established,1
371005,c57efa55-5476-4af0-ad2b-9da5f088eccb,401103524,199384,2024,first_quarter,2024-04-14T09:57:10-04:00,relief,0.95,agreed,established,1
371753,0d466044-8303-4ab0-b7a0-e977e1ba92ea,401104955,202976,2024,first_quarter,2024-04-15T10:14:20-04:00,unclear,0.45,opus,established,1
372374,cd1069b4-9e43-4933-ab1f-8f3e2bae4fbb,45937,153798,2024,first_quarter,2024-04-15T14:42:36-04:00,unclear,0.55,agreed,established,1
373802,86d9324a-5163-45f6-ab8e-bc7074340a10,401023888,197070,2024,first_quarter,2024-04-16T14:13:13-04:00,unclear,0.4,agreed,established,1
374078,abbfd408-1e18-4401-ab52-c9b602941397,49635,156506,2024,first_quarter,2024-04-16T15:14:48-04:00,unclear,0.45,opus,established,1
374114,78f6a4ac-c952-45b5-b63a-f9e373d9fdc9,283696,211867,2024,first_quarter,2024-04-16T15:22:32-04:00,unclear,0.95,agreed,established,1
374308,bb8c65f2-c1bc-43c4-8637-daa637aa5ed0,401105417,59644,2024,first_quarter,2024-04-16T15:54:20-04:00,unclear,0.95,agreed,established,0
374743,7777b6b5-175c-4edf-918f-fa77bac1946b,75557,59656,2024,first_quarter,2024-04-17T00:25:36-04:00,unclear,0.45,opus,established,0
375111,bc2283ef-e7b9-422e-a6bf-67696e4def03,24123,131484,2024,first_quarter,2024-04-17T10:52:45-04:00,unclear,0.95,agreed,established,1
375206,ef7504f6-2ac6-4d17-bd6e-433650cb045d,401104010,200631,2024,first_quarter,2024-04-17T11:09:02-04:00,unclear,0.5,agreed,established,1
375864,e733f216-f727-4486-9e56-24e5c4a55644,13005,118723,2024,first_quarter,2024-04-17T13:36:03-04:00,unclear,0.4,agreed,established,1
376082,d68658e4-c51d-4820-8818-13c7864ad188,24566,132410,2024,first_quarter,2024-04-17T14:22:13-04:00,unclear,0.8,agreed,established,1
377246,0ff9033c-4430-4e50-b9c6-9632ae37e4a6,400458236,191193,2024,first_quarter,2024-04-18T09:55:32-04:00,unclear,0.55,agreed,new2025_genuine,1
377436,a0792844-727c-4a11-9b11-0daf0deb1ddf,5506,107350,2024,first_quarter,2024-04-18T10:27:11-04:00,relief,0.95,agreed,established,1
377880,795fc821-8f7b-4818-958f-509e328792c3,401103521,199280,2024,first_quarter,2024-04-18T11:57:01-04:00,unclear,0.95,agreed,established,1
379483,515cd4ff-36b3-4be2-aea4-c437f95fc190,401104718,57813,2024,first_quarter,2024-04-18T15:58:32-04:00,unclear,0.55,agreed,established,1
380192,640e6d06-a3c3-4c4e-99bc-4d0ec7c36d0f,22883,129729,2024,first_quarter,2024-04-18T20:50:07-04:00,unclear,0.95,agreed,established,1
380212,b1267b5a-b71a-455b-9f8e-e6444b225d21,400287370,188909,2024,first_quarter,2024-04-18T21:13:08-04:00,unclear,0.45,opus,established,1
380411,bac5dca3-e55e-49d2-85ec-fb2621294160,46038,50832,2024,first_quarter,2024-04-19T05:47:03-04:00,unclear,0.95,agreed,established,1
381376,8e538244-4e6d-422c-91fb-75209cdf4d32,67854,57968,2024,first_quarter,2024-04-19T10:22:43-04:00,unclear,0.95,agreed,established,1
381526,d8ca9e00-1c45-46f8-96be-0f8d7a4614af,26912,134239,2024,first_quarter,2024-04-19T10:33:39-04:00,unclear,0.45,opus,established,1
382531,31ca097d-113e-4f52-b52a-78d57db7b7ae,556,100441,2024,first_quarter,2024-04-19T12:02:20-04:00,unclear,0.55,agreed,established,1
382615,d9e884ec-9f2c-4f3f-ac00-cc51d62cd6f8,400942717,196304,2024,first_quarter,2024-04-19T12:13:35-04:00,unclear,0.4,agreed,established,1
383495,5069fc69-98cf-49e3-a985-53cf99673a83,18103,123453,2024,first_quarter,2024-04-19T13:52:31-04:00,unclear,0.45,opus,established,1
383767,c942323c-cf7c-4e03-bc1c-b21ec4f653c3,287394,208491,2024,first_quarter,2024-04-19T14:14:24-04:00,unclear,0.95,agreed,established,1
383810,c751077c-f81d-4af0-b55e-15e4512eafd1,287394,208563,2024,first_quarter,2024-04-19T14:17:39-04:00,unclear,0.95,agreed,established,1
385667,8773a4b6-d14c-42a4-b64a-9f5439777e2d,81511,171312,2024,first_quarter,2024-04-19T16:27:55-04:00,unclear,0.35,agreed,established,1
385683,84fcc83d-e267-46dc-8a84-4e45f0b8f542,24032,131195,2024,first_quarter,2024-04-19T16:28:04-04:00,relief,0.85,opus,established,1
385713,3323de1a-8824-4d6e-8e73-0d3c37adf0d3,58055,160433,2024,first_quarter,2024-04-19T16:31:38-04:00,relief,0.95,agreed,established,1
386964,e58ef71b-c704-4102-a59e-78fcb769f810,1433,102615,2024,first_quarter,2024-04-19T20:23:06-04:00,relief,0.7,opus,established,1
386994,d3c5cfe1-df93-4b7e-bf36-3d267c2cd31d,1433,102612,2024,first_quarter,2024-04-19T20:36:40-04:00,relief,0.7,opus,established,1
387495,585c2e40-4273-479b-8f1c-10edf7b50329,401104718,55076,2024,first_quarter,2024-04-20T09:10:54-04:00,unclear,0.95,agreed,established,1
388292,15164a3e-5943-4fd9-8179-61b230cc79fb,22883,129738,2024,first_quarter,2024-04-20T16:21:19-04:00,unclear,0.95,agreed,established,1
388805,f1c31e7d-814d-41de-a367-d875b4013c0b,75557,59656,2024,first_quarter,2024-04-20T22:30:50-04:00,unclear,0.95,agreed,established,1
388814,0c3b0c83-8510-4880-9dcb-b335599b4294,401107297,54482,2024,first_quarter,2024-04-20T22:39:17-04:00,unclear,0.55,agreed,established,1
388857,20db0cd4-4538-431e-a32e-c9fc1e92a28e,290571,177646,2024,first_quarter,2024-04-20T22:51:31-04:00,unclear,0.45,opus,established,1
389064,c93029f9-0dbc-45f4-a29a-51c31a42a502,401104288,205374,2024,first_quarter,2024-04-21T08:41:50-04:00,mixed,0.6,opus,established,1
389398,c0296ff2-91b4-415e-895b-9d5a607705ff,400426039,190608,2024,first_quarter,2024-04-21T13:25:36-04:00,unclear,0.95,agreed,established,1
389434,38c438f4-a827-4585-bc3c-95e85ab14fd6,400426039,190614,2024,first_quarter,2024-04-21T13:52:23-04:00,unclear,0.95,agreed,established,1
389764,94c4ae4b-b47a-42d7-ab64-851c0bfc1f6c,400320506,189250,2024,first_quarter,2024-04-21T16:40:21-04:00,relief,0.85,opus,established,1
390147,77efeaf8-e7ce-4f0e-9a89-e6b43b9ebd57,22883,129756,2024,first_quarter,2024-04-21T18:48:27-04:00,unclear,0.95,agreed,established,1
391723,0173eb16-6912-4438-a3ea-ff924a7ddaac,13370,118930,2024,first_quarter,2024-04-22T09:23:47-04:00,unclear,0.95,agreed,established,1
392046,a188afd5-b8d4-4060-ac69-0fcf620347f0,401106405,213706,2024,first_quarter,2024-04-22T09:55:14-04:00,relief,0.95,agreed,established,1
392518,7a91aa00-fb47-442b-a2f3-01773fa56746,401054971,212971,2024,first_quarter,2024-04-22T10:22:08-04:00,monitoring,0.9,agreed,established,1
393559,2dd83fc1-3644-4c8e-b8e9-89f397e87b9d,4766,104899,2024,first_quarter,2024-04-22T11:28:48-04:00,protection,0.7,opus,established,1
394443,2f1f0b9b-6495-4e64-ab00-ba70bf755e16,317311,186004,2024,first_quarter,2024-04-22T12:15:23-04:00,unclear,0.45,opus,established,1
395118,75d9b783-45b3-4961-bf83-18e984d2154f,10935,114903,2024,first_quarter,2024-04-22T12:57:06-04:00,relief,0.95,agreed,established,1
395770,21878213-4d0c-442c-b212-ebfed642fbba,401108149,58740,2024,first_quarter,2024-04-22T13:37:21-04:00,relief,0.8,opus,established,1
396959,cf2c3897-567f-49b2-a800-9a86e04c4d29,35263,143852,2024,first_quarter,2024-04-22T14:35:35-04:00,unclear,0.35,agreed,established,1
396974,2cfc67eb-358f-4d14-a388-6e70cad581ee,56771,159922,2024,first_quarter,2024-04-22T14:36:02-04:00,relief,0.92,agreed,established,1
397094,b2189485-b4d0-4245-9bec-9580a1413cdb,5632,107401,2024,first_quarter,2024-04-22T14:43:20-04:00,monitoring,0.85,agreed,established,1
397607,d4e29fa6-2580-4eec-9c00-079967c1be21,5404,206593,2024,first_quarter,2024-04-22T15:04:54-04:00,relief,0.9,agreed,established,1
398182,6c244ae6-e0fa-4994-9a56-8006e2174c43,66773,163770,2024,first_quarter,2024-04-22T15:31:34-04:00,relief,0.7,opus,established,1
398325,4caa9534-7f1c-44fb-a7e8-0ddd319755ac,401105259,203474,2024,first_quarter,2024-04-22T15:36:57-04:00,relief,0.9,agreed,established,1
398826,cec6f91b-065d-4060-a1c0-9540fea2057a,400794388,195349,2024,first_quarter,2024-04-22T15:57:11-04:00,unclear,0.55,agreed,established,1
399041,4ca6486a-9210-421b-bf65-f5987370effb,401104313,201390,2024,first_quarter,2024-04-22T16:05:46-04:00,unclear,0.95,agreed,established,1
399227,b759c033-6214-45c9-8226-59a3650d4f67,28663,134577,2024,first_quarter,2024-04-22T16:12:17-04:00,relief,0.95,agreed,established,1
401327,601925d1-b4bd-4d4c-a928-ae1ec3cd53bf,8475,112676,2024,first_quarter,2024-04-22T17:30:33-04:00,unclear,0.4,opus,established,1
401799,032defc8-22d9-4ff1-b834-277133e0b898,400412950,190379,2024,first_quarter,2024-04-22T17:48:00-04:00,unclear,0.4,agreed,established,1
402103,bd18bfd6-8bd8-46e3-9cb3-fa06112d250a,298091,179910,2024,first_quarter,2024-04-22T18:00:39-04:00,relief,0.8,opus,established,1
402281,876e83fd-2370-47b3-b6ab-135ddbbbbc4f,40021,149481,2024,first_quarter,2024-04-22T18:08:26-04:00,relief,0.95,agreed,established,1
402374,dd53dff3-ae86-480a-aba5-73b152f1460f,401103565,208110,2024,first_quarter,2024-04-22T18:13:28-04:00,unclear,0.45,opus,established,1
402419,520e87f0-a758-4e57-bee5-e807a832ed1b,401103897,200355,2024,first_quarter,2024-04-22T18:15:59-04:00,relief,0.92,agreed,established,1
403180,4a5dce80-0198-4d63-9688-75964513f24d,401104172,200901,2024,first_quarter,2024-04-22T19:31:48-04:00,unclear,0.5,agreed,established,1
403200,8f70194d-47be-450e-afa5-13d2658029db,401046942,197256,2024,first_quarter,2024-04-22T19:33:40-04:00,unclear,0.4,agreed,established,1
403729,f62a9dc9-a1bc-4e3a-a6a8-aa3a1134e2b4,401105417,203687,2024,first_quarter,2024-04-22T20:16:33-04:00,unclear,0.4,opus,established,1
404015,f3798c11-2452-4367-8767-9b8e5daddcae,401105417,59644,2024,first_quarter,2024-04-22T20:44:55-04:00,unclear,0.8,agreed,established,1
405066,f238df68-0c39-4e10-82cd-c9f686bbb887,27833,134460,2024,first_quarter,2024-04-22T23:03:22-04:00,relief,0.7,opus,established,1
405584,da7a917e-dd3a-4b51-9f90-918043c8c6d5,401103237,198275,2024,first_quarter,2024-04-23T10:12:37-04:00,relief,0.95,agreed,established,1
406034,96f73438-79c3-4bd3-9a67-df5db04223fa,291594,177806,2024,first_quarter,2024-04-24T12:12:16-04:00,unclear,0.8,agreed,established,1
406117,7de8269c-f82f-47fb-aa1e-de67ea20c1bb,400359656,189550,2024,first_quarter,2024-04-24T14:54:53-04:00,relief,0.9,agreed,established,1
406205,b18a3873-eaa3-45ed-a5cb-dcf58a42e8df,63017,52644,2024,first_quarter,2024-04-24T19:02:59-04:00,relief,0.95,agreed,established,1
406483,fc3a9a3b-c79f-4c9f-b87e-02748384b8f3,401108467,59970,2024,second_quarter,2024-04-26T12:06:37-04:00,unclear,0.85,agreed,established,0
407046,5acb5170-b93c-4d4f-9abf-826c5cc18fca,401105589,205749,2024,first_quarter,2024-05-02T12:08:25-04:00,mixed,0.85,opus,established,1
407134,c2085cfd-5a5a-4fe2-b81b-4c04a3637191,36366,145446,2024,first_quarter,2024-05-02T12:27:08-04:00,unclear,0.4,agreed,established,1
407370,e98222b3-2350-4880-a3db-4f39bbafa18a,401104830,202799,2024,first_quarter,2024-05-02T14:28:55-04:00,unclear,0.95,agreed,established,1
407644,015d3f39-4d01-4fb9-965b-2ff72c12fafe,37538,146406,2024,first_quarter,2024-05-03T14:16:27-04:00,unclear,0.4,opus,established,1
408109,f1c03f0a-2628-486c-a846-0e0d7d1d7873,30393,135816,2024,first_quarter,2024-05-07T13:17:48-04:00,relief,0.95,agreed,established,1
409052,b5c73e5d-08da-4787-8f88-53cdb8205761,401108532,60137,2024,second_quarter,2024-05-09T14:34:47-04:00,unclear,0.95,agreed,unknown,1
409114,c7c896dd-5254-40ed-aa92-aa7231c53eb7,58352,160522,2024,first_quarter,2024-05-10T02:35:26-04:00,relief,0.95,agreed,established,1
409759,0c9ea342-5356-4cc2-aa9a-209be0b5fdc1,81054,171061,2024,first_quarter,2024-05-17T12:40:06-04:00,protection,0.95,opus,established,1
410834,906f8821-4367-4739-be7b-fc6a311adf26,314432,184995,2024,second_quarter,2024-06-14T00:24:33-04:00,unclear,0.45,opus,established,1
411287,157ae3f5-8ff4-4c4d-aeea-8cd9b342bcbc,40006037,187506,2024,second_quarter,2024-06-27T15:58:47-04:00,relief,0.95,agreed,established,0
411525,b11a6f4c-bcaf-4521-b51d-bb5702592766,400661993,210126,2024,second_quarter,2024-07-01T08:39:52-04:00,unclear,0.5,agreed,established,1
411596,664100c3-8dd2-4fee-bca5-ad6938cb0e39,401104209,205334,2024,second_quarter,2024-07-01T10:32:36-04:00,unclear,0.9,agreed,established,1
412003,c5fe1a67-78db-4506-b766-533e03216913,401104288,60648,2024,second_quarter,2024-07-01T19:49:40-04:00,relief,0.95,agreed,established,0
412028,cf3f21d4-72a9-49ce-8558-3a6e682f670f,28504,134535,2024,second_quarter,2024-07-02T09:15:37-04:00,relief,0.95,agreed,established,1
413165,8ead7b05-ee03-4e1b-beda-9a2e9fb9f403,401103903,200360,2024,second_quarter,2024-07-06T21:01:06-04:00,relief,0.82,agreed,established,0
413510,ff68b37c-cdd5-4a81-9646-e2b2a88d11f8,401103524,199384,2024,second_quarter,2024-07-08T14:57:03-04:00,relief,0.95,agreed,established,1
413919,6363d3e8-7096-4205-9af9-d3e70d836690,400320506,189250,2024,second_quarter,2024-07-09T12:54:37-04:00,relief,0.85,opus,established,1
414074,b861c22b-f9a1-49ec-8ae4-4e9226c33d55,40006037,187506,2024,second_quarter,2024-07-09T14:46:35-04:00,relief,0.95,agreed,established,0
414834,33ada97a-21ce-4cf7-982e-fc374dcfae91,7975,111010,2024,second_quarter,2024-07-10T15:29:54-04:00,unclear,0.4,agreed,established,1
414960,d67d60ec-c6a9-4853-ab12-7f0486b155ba,400487397,57259,2024,second_quarter,2024-07-10T16:46:13-04:00,unclear,0.3,agreed,established,1
415101,ba5f86b4-5e2c-4d23-a0c0-c326ebc341d4,283696,211867,2024,second_quarter,2024-07-11T09:48:32-04:00,unclear,0.95,agreed,established,1
415272,2cdcf627-35bd-4a12-bd70-0a05ca0a924f,55792,159864,2024,second_quarter,2024-07-11T11:36:48-04:00,unclear,0.95,agreed,established,1
415630,bc66db18-cb81-410d-ae50-45626580ca10,63017,52644,2024,second_quarter,2024-07-11T15:24:55-04:00,relief,0.95,agreed,established,0
415671,d38a44f5-ee57-44bc-bfb5-6d0381975e94,63017,52644,2024,second_quarter,2024-07-11T16:09:27-04:00,relief,0.95,agreed,established,1
416097,751496ff-c502-47b7-bd2d-d65bfc9105ee,400408933,190355,2024,second_quarter,2024-07-12T12:40:27-04:00,relief,0.8,agreed,established,1
416266,2aa76167-a684-4315-8a31-c81bdd852012,40006037,187506,2024,second_quarter,2024-07-12T14:23:10-04:00,relief,0.95,agreed,established,0
417071,c1a92dd4-7bc2-49a2-9c54-874830ef2e6a,400287370,188909,2024,second_quarter,2024-07-13T22:03:41-04:00,unclear,0.45,opus,established,1
417754,92797629-3dd8-4341-8029-932f63e6ba9d,75557,59656,2024,second_quarter,2024-07-14T23:12:21-04:00,unclear,0.5,opus,established,1
418206,e26b547b-4c6f-40ec-95c0-0225c5a3cda6,22883,129729,2024,second_quarter,2024-07-15T11:55:38-04:00,unclear,0.95,agreed,established,1
418878,498fb674-14e8-420e-bf26-ee352066c632,75557,53538,2024,second_quarter,2024-07-15T15:33:45-04:00,unclear,0.95,agreed,established,1
418956,9e0f6473-efe9-43f1-bdea-e5a30f4c0ecd,49635,156506,2024,second_quarter,2024-07-15T15:56:19-04:00,unclear,0.45,opus,established,1
419057,14e1240f-4f2c-4e57-9e92-95a4b5c16cba,39941,148807,2024,second_quarter,2024-07-15T16:35:49-04:00,relief,0.95,agreed,established,1
420662,72bfb148-49b8-4826-aa04-b76840005d4b,45937,153798,2024,second_quarter,2024-07-16T14:05:32-04:00,unclear,0.55,agreed,established,1
420983,243d72eb-9e62-499f-a9f4-11f41181c69c,401108325,60810,2024,third_quarter,2024-07-16T15:30:36-04:00,unclear,0.85,agreed,unknown,1
423211,8a58fd1a-7a82-410b-ab62-7527b7fc8b7e,401105190,60844,2024,third_quarter,2024-07-17T16:06:35-04:00,unclear,0.5,agreed,established,0
423224,208accb8-0ec9-492e-82f4-6e790c83ab0d,22883,129738,2024,second_quarter,2024-07-17T16:09:47-04:00,unclear,0.95,agreed,established,0
423227,eaf6cedd-b8f9-42c6-80c5-b365b8defe6c,22883,129738,2024,second_quarter,2024-07-17T16:10:00-04:00,unclear,0.95,agreed,established,1
425133,11a80a53-98a5-4537-884e-2538e9709ce0,401104718,57813,2024,second_quarter,2024-07-18T12:37:41-04:00,unclear,0.55,agreed,established,1
425144,01d6e32d-ef5c-4425-9a05-6610cda08b0f,401104718,55076,2024,second_quarter,2024-07-18T12:39:20-04:00,unclear,0.95,agreed,established,1
425528,72acda0c-0181-4b67-801f-06d6d1edcf5c,401104010,200631,2024,second_quarter,2024-07-18T13:37:07-04:00,unclear,0.5,agreed,established,1
425689,13222e33-6d10-490f-8661-23de7fd14696,22883,129756,2024,second_quarter,2024-07-18T13:54:34-04:00,unclear,0.95,agreed,established,1
426935,3fe9d9b2-0cc0-45e9-bbc5-79c4dc687276,400426039,190608,2024,second_quarter,2024-07-18T16:26:02-04:00,unclear,0.95,agreed,established,1
427189,5a82632c-2671-4167-a3d6-74265ec13937,556,100441,2024,second_quarter,2024-07-18T16:53:43-04:00,unclear,0.55,agreed,established,1
427209,3d9b945e-b9d3-41f2-b0ff-4a8f2bc33bc6,400426039,190614,2024,second_quarter,2024-07-18T16:54:56-04:00,unclear,0.95,agreed,established,1
428570,4e76f876-62eb-4945-b000-2d69859ef378,26912,134239,2024,second_quarter,2024-07-19T09:15:54-04:00,unclear,0.8,agreed,established,1
